Orthogroup	Stichodactyla_haddoni_longest_pep	Chrysaora_fuscescens_longest_pep
OG0004573	Shad_tr86938_c0_g1_i1.p1	Chfu_DN11930_c0_g1_i1.p1
OG0004575	Shad_tr38038_c0_g1_i1.p1	Chfu_DN17937_c0_g1_i1.p1, Chfu_DN2714_c0_g2_i1.p1
OG0004576	Shad_tr56117_c0_g1_i1.p1	Chfu_DN10854_c0_g1_i1.p1
OG0004577	Shad_tr16725_c0_g2_i1.p1	Chfu_DN230_c0_g2_i1.p2
OG0004580	Shad_tr114612_c0_g1_i1.p1, Shad_tr3716_c0_g1_i1.p1	Chfu_DN16725_c0_g1_i1.p1
OG0004585	Shad_tr30252_c0_g2_i8.p1	Chfu_DN2288_c0_g1_i4.p1
OG0004586	Shad_tr30244_c3_g1_i1.p1, Shad_tr3371_c0_g1_i1.p1	Chfu_DN1704_c0_g1_i1.p1
OG0004588	Shad_tr8728_c1_g2_i2.p1	Chfu_DN1935_c0_g2_i1.p1
OG0004590	Shad_tr5163_c0_g4_i1.p1, Shad_tr5163_c0_g1_i1.p1	Chfu_DN1321_c0_g1_i2.p1
OG0004591	Shad_tr28166_c0_g1_i4.p1	Chfu_DN14788_c0_g1_i1.p1
OG0004595	Shad_tr3501_c1_g1_i1.p1	Chfu_DN8469_c0_g1_i1.p1
OG0004596	Shad_tr13411_c1_g1_i9.p1	Chfu_DN10125_c0_g1_i1.p1
OG0004597	Shad_tr8499_c0_g2_i1.p1	Chfu_DN10016_c0_g1_i2.p1
OG0004600	Shad_tr6750_c0_g1_i1.p1	Chfu_DN13922_c0_g1_i1.p1
OG0004601	Shad_tr18001_c0_g1_i1.p1	Chfu_DN3046_c0_g1_i1.p1
OG0004603	Shad_tr25761_c1_g1_i3.p1, Shad_tr67959_c0_g1_i1.p1	Chfu_DN4534_c0_g1_i2.p1, Chfu_DN4534_c0_g2_i1.p1
OG0004607	Shad_tr1207_c7_g1_i1.p1	Chfu_DN17299_c0_g1_i1.p1
OG0004608	Shad_tr30965_c1_g2_i1.p1	Chfu_DN10231_c0_g2_i1.p1, Chfu_DN8285_c0_g1_i1.p1
OG0004612	Shad_tr101451_c0_g1_i1.p1	Chfu_DN5659_c0_g1_i1.p1, Chfu_DN8593_c0_g3_i1.p1, Chfu_DN7059_c0_g1_i1.p1
OG0004614	Shad_tr101977_c0_g1_i1.p1	Chfu_DN6793_c0_g2_i1.p1
OG0004614	Shad_tr75406_c0_g1_i1.p1	Chfu_DN6793_c0_g1_i1.p1
OG0004637	Shad_tr1006_c0_g1_i21.p1	Chfu_DN539_c0_g1_i1.p1
OG0004639	Shad_tr2449_c0_g1_i3.p1	Chfu_DN518_c0_g1_i11.p1
OG0004640	Shad_tr4549_c0_g1_i16.p1	Chfu_DN10181_c0_g1_i1.p1
OG0004642	Shad_tr3370_c0_g3_i1.p1	Chfu_DN4122_c0_g1_i1.p1
OG0004643	Shad_tr12203_c0_g1_i2.p1	Chfu_DN3469_c0_g1_i2.p1, Chfu_DN2857_c0_g2_i1.p1
OG0004644	Shad_tr9108_c0_g1_i3.p1	Chfu_DN3454_c0_g1_i1.p1
OG0004645	Shad_tr4338_c0_g1_i2.p1	Chfu_DN17094_c0_g1_i1.p1
OG0004646	Shad_tr2154_c1_g1_i11.p1	Chfu_DN342_c0_g1_i8.p1
OG0004647	Shad_tr19678_c0_g1_i1.p1	Chfu_DN5776_c0_g2_i1.p1, Chfu_DN17512_c0_g1_i1.p1
OG0004652	Shad_tr5096_c0_g1_i19.p1	Chfu_DN5183_c0_g3_i1.p1, Chfu_DN5183_c0_g1_i1.p1
OG0004654	Shad_tr10483_c0_g2_i8.p1	Chfu_DN7237_c0_g1_i1.p1
OG0004656	Shad_tr3056_c0_g1_i4.p1	Chfu_DN3884_c0_g1_i4.p1
OG0004657	Shad_tr238_c9_g1_i4.p1	Chfu_DN18918_c0_g1_i1.p1, Chfu_DN18508_c0_g1_i1.p1, Chfu_DN18214_c0_g1_i1.p1
OG0004658	Shad_tr5436_c0_g1_i41.p1	Chfu_DN1075_c0_g1_i1.p1
OG0004660	Shad_tr1620_c0_g1_i2.p1	Chfu_DN624_c0_g1_i4.p1
OG0004661	Shad_tr1027_c2_g2_i3.p1	Chfu_DN8109_c0_g2_i1.p1, Chfu_DN8109_c0_g1_i1.p1
OG0004662	Shad_tr5848_c0_g1_i8.p1	Chfu_DN11408_c0_g2_i1.p1, Chfu_DN11408_c0_g4_i1.p1
OG0004664	Shad_tr1049_c1_g1_i4.p1	Chfu_DN6353_c0_g2_i2.p1
OG0004666	Shad_tr1285_c0_g2_i1.p1	Chfu_DN8989_c0_g1_i1.p1
OG0004667	Shad_tr20858_c2_g1_i1.p1	Chfu_DN14558_c0_g1_i1.p1
OG0004668	Shad_tr720_c0_g1_i1.p1	Chfu_DN15_c0_g1_i1.p1
OG0004671	Shad_tr1713_c3_g1_i2.p1	Chfu_DN5483_c0_g2_i1.p1, Chfu_DN5483_c0_g3_i1.p1, Chfu_DN5483_c0_g1_i1.p1
OG0004672	Shad_tr8408_c1_g1_i18.p1	Chfu_DN1152_c0_g1_i2.p1
OG0004673	Shad_tr4962_c0_g2_i2.p1	Chfu_DN5902_c0_g2_i1.p1
OG0004676	Shad_tr1151_c2_g1_i1.p1	Chfu_DN1440_c0_g1_i1.p1
OG0004680	Shad_tr14226_c0_g1_i8.p1	Chfu_DN914_c0_g3_i1.p1
OG0004683	Shad_tr7040_c0_g1_i4.p1	Chfu_DN1702_c0_g2_i1.p1, Chfu_DN11893_c0_g2_i1.p1
OG0004684	Shad_tr5535_c0_g1_i2.p1	Chfu_DN3451_c0_g1_i1.p1
OG0004685	Shad_tr8037_c0_g1_i3.p1	Chfu_DN5575_c0_g1_i2.p1
OG0004687	Shad_tr2800_c0_g1_i3.p1	Chfu_DN779_c0_g1_i1.p1
OG0004689	Shad_tr2505_c0_g1_i7.p1	Chfu_DN2933_c0_g1_i1.p1, Chfu_DN3320_c0_g1_i1.p1
OG0004691	Shad_tr49007_c0_g1_i4.p1	Chfu_DN10841_c0_g1_i3.p1
OG0004693	Shad_tr4761_c0_g1_i18.p1	Chfu_DN7047_c0_g2_i1.p1, Chfu_DN7047_c0_g1_i1.p1
OG0004695	Shad_tr25817_c0_g1_i14.p1	Chfu_DN18337_c0_g1_i1.p1
OG0004698	Shad_tr51897_c0_g1_i6.p1	Chfu_DN8529_c0_g2_i1.p1
OG0004701	Shad_tr102584_c0_g1_i1.p1, Shad_tr37560_c0_g1_i6.p1	Chfu_DN4846_c0_g1_i1.p1, Chfu_DN4846_c0_g2_i1.p1
OG0004702	Shad_tr7091_c0_g2_i1.p1	Chfu_DN1762_c0_g1_i2.p1
OG0004704	Shad_tr10274_c0_g4_i1.p1	Chfu_DN3656_c0_g1_i1.p1, Chfu_DN9652_c0_g2_i1.p1
OG0004706	Shad_tr8232_c0_g1_i1.p1	Chfu_DN14817_c0_g1_i1.p1
OG0004707	Shad_tr5786_c1_g1_i2.p1, Shad_tr971_c0_g1_i7.p1	Chfu_DN3410_c0_g1_i1.p1
OG0004708	Shad_tr1229_c1_g1_i7.p1	Chfu_DN10116_c0_g2_i1.p1, Chfu_DN10116_c0_g1_i1.p1
OG0004709	Shad_tr13414_c0_g1_i2.p1	Chfu_DN9711_c0_g1_i1.p1, Chfu_DN6730_c0_g2_i1.p1
OG0004710	Shad_tr1812_c0_g1_i3.p1	Chfu_DN1068_c0_g1_i5.p1
OG0004711	Shad_tr13088_c1_g2_i2.p1	Chfu_DN7261_c0_g1_i1.p1
OG0004712	Shad_tr1370_c0_g2_i1.p1	Chfu_DN10153_c0_g1_i1.p1, Chfu_DN12417_c0_g1_i1.p1
OG0004713	Shad_tr4928_c0_g1_i26.p1	Chfu_DN6536_c0_g1_i1.p1, Chfu_DN13541_c0_g1_i1.p1
OG0004715	Shad_tr5294_c0_g1_i1.p1	Chfu_DN12105_c0_g2_i1.p1, Chfu_DN12105_c0_g3_i1.p1
OG0004716	Shad_tr14218_c0_g1_i1.p1	Chfu_DN2262_c0_g1_i2.p1
OG0004718	Shad_tr17030_c0_g2_i2.p1	Chfu_DN7823_c0_g1_i1.p1
OG0004719	Shad_tr6446_c0_g1_i26.p1	Chfu_DN3577_c0_g3_i2.p1, Chfu_DN3577_c0_g1_i10.p1
OG0004721	Shad_tr31985_c1_g1_i30.p1	Chfu_DN12708_c0_g1_i1.p1
OG0004722	Shad_tr3111_c2_g1_i1.p1	Chfu_DN14363_c0_g2_i1.p1, Chfu_DN4183_c0_g1_i1.p1
OG0004723	Shad_tr11723_c0_g1_i25.p1	Chfu_DN6861_c0_g1_i1.p1
OG0004725	Shad_tr61986_c0_g1_i1.p1	Chfu_DN14747_c0_g1_i9.p1
OG0004726	Shad_tr10393_c0_g2_i1.p1	Chfu_DN7108_c0_g1_i1.p1
OG0004728	Shad_tr11444_c1_g1_i37.p1	Chfu_DN2296_c0_g1_i1.p1
OG0004729	Shad_tr105565_c0_g1_i1.p1, Shad_tr24299_c0_g1_i3.p1	Chfu_DN19188_c0_g1_i1.p1
OG0004730	Shad_tr19396_c0_g2_i1.p1	Chfu_DN4094_c0_g1_i1.p1
OG0004732	Shad_tr32282_c0_g1_i1.p1, Shad_tr64011_c0_g1_i1.p1	Chfu_DN11995_c0_g1_i1.p1
OG0004734	Shad_tr4838_c0_g1_i3.p1	Chfu_DN1451_c0_g1_i3.p1
OG0004736	Shad_tr6787_c0_g1_i1.p1	Chfu_DN17124_c0_g1_i1.p2, Chfu_DN11315_c1_g1_i1.p1
OG0004737	Shad_tr7830_c1_g1_i5.p1	Chfu_DN10808_c0_g1_i1.p1, Chfu_DN9693_c0_g1_i2.p1
OG0004739	Shad_tr4991_c0_g1_i5.p1	Chfu_DN3457_c0_g1_i3.p1
OG0004742	Shad_tr35687_c0_g1_i1.p1	Chfu_DN8016_c0_g1_i1.p1, Chfu_DN11261_c0_g1_i1.p1
OG0004743	Shad_tr21478_c0_g1_i1.p1	Chfu_DN14209_c0_g1_i1.p1, Chfu_DN11555_c0_g2_i1.p1
OG0004746	Shad_tr2759_c6_g1_i2.p1	Chfu_DN1764_c0_g1_i1.p1
OG0004747	Shad_tr15081_c0_g1_i2.p1	Chfu_DN15698_c0_g1_i1.p1
OG0004748	Shad_tr3734_c3_g1_i2.p1	Chfu_DN16644_c0_g1_i1.p1, Chfu_DN11905_c0_g2_i1.p1
OG0004750	Shad_tr1143_c0_g1_i1.p1	Chfu_DN10004_c0_g1_i1.p1
OG0004751	Shad_tr6956_c4_g1_i4.p1	Chfu_DN10305_c0_g1_i1.p1
OG0004752	Shad_tr1557_c0_g1_i10.p1	Chfu_DN944_c0_g1_i1.p1
OG0004753	Shad_tr2461_c1_g1_i5.p1	Chfu_DN6511_c0_g1_i1.p1
OG0004755	Shad_tr7263_c3_g1_i1.p1	Chfu_DN4127_c0_g1_i1.p1
OG0004756	Shad_tr443_c12_g1_i1.p1	Chfu_DN14220_c0_g1_i1.p1
OG0004757	Shad_tr4769_c0_g1_i3.p1	Chfu_DN3783_c0_g1_i1.p1, Chfu_DN3783_c0_g2_i1.p1, Chfu_DN3783_c0_g3_i1.p1
OG0004758	Shad_tr22509_c0_g1_i5.p1	Chfu_DN7384_c0_g1_i1.p1
OG0004762	Shad_tr6558_c0_g1_i8.p1	Chfu_DN5830_c0_g1_i3.p1
OG0004763	Shad_tr9846_c0_g1_i3.p1	Chfu_DN14341_c0_g2_i1.p1, Chfu_DN14341_c0_g1_i1.p1, Chfu_DN16952_c0_g1_i1.p1
OG0004765	Shad_tr1754_c2_g1_i3.p1	Chfu_DN3798_c0_g2_i2.p1
OG0004767	Shad_tr32676_c0_g1_i6.p1	Chfu_DN8184_c0_g1_i1.p1, Chfu_DN6692_c0_g1_i1.p1
OG0004768	Shad_tr16895_c0_g2_i1.p1	Chfu_DN2358_c0_g1_i2.p1
OG0004769	Shad_tr10385_c0_g1_i21.p1	Chfu_DN19756_c0_g1_i1.p1
OG0004772	Shad_tr4711_c0_g1_i6.p1	Chfu_DN5965_c0_g1_i1.p1
OG0004773	Shad_tr20838_c0_g1_i1.p1, Shad_tr4044_c0_g3_i1.p1	Chfu_DN6652_c0_g1_i1.p1, Chfu_DN10412_c0_g1_i1.p1
OG0004774	Shad_tr27144_c0_g1_i1.p1	Chfu_DN4670_c0_g2_i1.p1
OG0004776	Shad_tr82184_c0_g1_i1.p1, Shad_tr4012_c2_g1_i4.p1	Chfu_DN5290_c0_g2_i1.p1, Chfu_DN18770_c0_g1_i1.p1, Chfu_DN5290_c0_g1_i1.p1, Chfu_DN18404_c0_g1_i1.p1
OG0004777	Shad_tr9590_c0_g1_i2.p1	Chfu_DN19628_c0_g1_i1.p1
OG0004779	Shad_tr2616_c6_g1_i5.p1	Chfu_DN1308_c0_g2_i1.p1
OG0004781	Shad_tr3478_c4_g1_i2.p1	Chfu_DN10575_c0_g2_i1.p1
OG0004782	Shad_tr526_c0_g1_i52.p1	Chfu_DN15678_c0_g1_i1.p1
OG0004784	Shad_tr19815_c1_g1_i8.p1	Chfu_DN2954_c0_g1_i1.p1
OG0004785	Shad_tr9037_c0_g1_i7.p1	Chfu_DN3681_c0_g1_i1.p1, Chfu_DN3681_c0_g2_i1.p1
OG0004786	Shad_tr7671_c0_g1_i13.p1	Chfu_DN16104_c0_g1_i1.p1, Chfu_DN13473_c0_g1_i1.p1
OG0004787	Shad_tr5339_c0_g1_i7.p1	Chfu_DN2884_c0_g2_i1.p1
OG0004789	Shad_tr17124_c0_g1_i3.p1	Chfu_DN15072_c0_g1_i1.p1, Chfu_DN12530_c0_g1_i1.p1
OG0004792	Shad_tr11118_c0_g1_i4.p1	Chfu_DN7040_c0_g3_i1.p1, Chfu_DN16772_c0_g1_i1.p1
OG0004793	Shad_tr13013_c2_g1_i1.p1	Chfu_DN12302_c0_g1_i1.p1
OG0004794	Shad_tr23129_c0_g2_i3.p1	Chfu_DN5539_c0_g1_i1.p1
OG0004795	Shad_tr7476_c0_g2_i2.p1	Chfu_DN13738_c0_g1_i1.p1
OG0004796	Shad_tr3969_c0_g1_i7.p1	Chfu_DN872_c0_g1_i5.p1
OG0004801	Shad_tr3438_c0_g1_i2.p1	Chfu_DN11580_c0_g1_i1.p1
OG0004802	Shad_tr13548_c0_g1_i1.p1	Chfu_DN3010_c0_g1_i2.p1
OG0004805	Shad_tr103_c4_g1_i1.p1	Chfu_DN6702_c0_g1_i1.p1
OG0004807	Shad_tr44010_c1_g1_i2.p1	Chfu_DN19774_c0_g1_i1.p1
OG0004808	Shad_tr114275_c0_g1_i1.p1, Shad_tr46859_c0_g1_i1.p1, Shad_tr6473_c0_g1_i2.p1	Chfu_DN6378_c0_g1_i1.p1
OG0004810	Shad_tr1560_c7_g1_i13.p1	Chfu_DN15607_c0_g1_i1.p1
OG0004812	Shad_tr11895_c0_g1_i10.p1	Chfu_DN6785_c0_g1_i1.p1, Chfu_DN11944_c0_g1_i1.p1, Chfu_DN7257_c0_g1_i1.p1
OG0004813	Shad_tr3126_c0_g2_i1.p1	Chfu_DN964_c0_g1_i1.p1
OG0004814	Shad_tr4352_c9_g1_i1.p1	Chfu_DN9457_c0_g2_i1.p1
OG0004815	Shad_tr33460_c0_g1_i14.p1	Chfu_DN16311_c0_g2_i1.p1, Chfu_DN12985_c0_g1_i1.p1
OG0004816	Shad_tr3742_c1_g1_i1.p1	Chfu_DN2577_c0_g1_i1.p1
OG0004817	Shad_tr1749_c0_g2_i1.p1	Chfu_DN12492_c0_g2_i1.p1
OG0004818	Shad_tr2911_c1_g1_i4.p1	Chfu_DN12434_c0_g2_i1.p1, Chfu_DN12434_c0_g1_i1.p1
OG0004819	Shad_tr12506_c0_g1_i1.p1	Chfu_DN5844_c0_g2_i1.p1, Chfu_DN5844_c0_g1_i1.p1
OG0004821	Shad_tr5921_c0_g1_i6.p1	Chfu_DN11130_c0_g1_i1.p1
OG0004822	Shad_tr39023_c0_g1_i11.p1	Chfu_DN7643_c0_g1_i1.p1, Chfu_DN15550_c0_g1_i1.p1, Chfu_DN19447_c0_g1_i1.p1
OG0004823	Shad_tr10651_c0_g1_i10.p1	Chfu_DN2319_c0_g1_i3.p1
OG0004825	Shad_tr10714_c0_g1_i2.p1	Chfu_DN3942_c0_g1_i3.p1
OG0004826	Shad_tr18795_c0_g3_i1.p1	Chfu_DN6146_c0_g1_i1.p1
OG0004827	Shad_tr5212_c0_g3_i4.p1	Chfu_DN1670_c0_g1_i1.p1
OG0004828	Shad_tr12002_c0_g1_i1.p1	Chfu_DN1957_c0_g1_i1.p1
OG0004829	Shad_tr3701_c0_g1_i8.p1	Chfu_DN7851_c0_g1_i1.p1
OG0004830	Shad_tr22755_c0_g1_i1.p1	Chfu_DN16733_c0_g1_i1.p1
OG0004831	Shad_tr25984_c0_g1_i1.p1	Chfu_DN2856_c0_g1_i1.p1
OG0004832	Shad_tr3139_c4_g1_i2.p1	Chfu_DN1588_c0_g1_i1.p1
OG0004833	Shad_tr39475_c0_g2_i1.p1	Chfu_DN5432_c0_g1_i1.p1, Chfu_DN5432_c0_g3_i1.p1, Chfu_DN5432_c0_g2_i1.p1
OG0004837	Shad_tr16496_c0_g1_i1.p1, Shad_tr16496_c0_g2_i3.p1	Chfu_DN9539_c0_g2_i1.p1, Chfu_DN5800_c0_g1_i1.p1
OG0004838	Shad_tr4872_c3_g2_i1.p1	Chfu_DN10140_c0_g1_i1.p1
OG0004842	Shad_tr38528_c0_g1_i3.p1	Chfu_DN11168_c0_g1_i1.p1
OG0004845	Shad_tr1202_c0_g1_i1.p1	Chfu_DN2026_c0_g1_i2.p1
OG0004846	Shad_tr11566_c3_g1_i1.p1	Chfu_DN9379_c0_g1_i1.p1
OG0004847	Shad_tr42367_c1_g1_i1.p1	Chfu_DN2050_c0_g1_i1.p1
OG0004848	Shad_tr21900_c0_g1_i1.p1	Chfu_DN16010_c0_g1_i1.p1
OG0004851	Shad_tr56933_c0_g1_i1.p1	Chfu_DN5277_c0_g1_i1.p1
OG0004853	Shad_tr2651_c0_g1_i1.p1	Chfu_DN6335_c0_g1_i1.p1
OG0004854	Shad_tr423_c3_g1_i1.p1	Chfu_DN15089_c0_g1_i1.p1, Chfu_DN5681_c0_g1_i1.p1
OG0004855	Shad_tr3492_c2_g1_i1.p1	Chfu_DN6203_c0_g1_i1.p1
OG0004857	Shad_tr22413_c0_g1_i12.p1	Chfu_DN19985_c0_g1_i1.p1
OG0004858	Shad_tr18023_c1_g1_i5.p1	Chfu_DN776_c0_g2_i1.p1
OG0004859	Shad_tr697_c0_g2_i30.p1	Chfu_DN3256_c0_g1_i7.p1
OG0004860	Shad_tr11330_c0_g1_i2.p1	Chfu_DN7769_c0_g2_i1.p1
OG0004861	Shad_tr26882_c0_g2_i10.p1	Chfu_DN19451_c0_g1_i1.p1
OG0004862	Shad_tr108787_c0_g1_i1.p1, Shad_tr45152_c0_g1_i7.p1	Chfu_DN8818_c0_g1_i1.p1, Chfu_DN18528_c0_g1_i1.p1
OG0004863	Shad_tr1689_c1_g1_i3.p1	Chfu_DN4135_c0_g1_i1.p1
OG0004864	Shad_tr11144_c0_g1_i9.p1	Chfu_DN18098_c0_g1_i1.p1
OG0004865	Shad_tr5661_c1_g2_i1.p1	Chfu_DN9335_c0_g2_i1.p1, Chfu_DN9335_c0_g3_i1.p1
OG0004866	Shad_tr6661_c1_g1_i3.p1, Shad_tr16978_c1_g1_i5.p1	Chfu_DN10957_c0_g1_i1.p1
OG0004867	Shad_tr3250_c0_g1_i1.p1	Chfu_DN10436_c0_g1_i1.p1
OG0004868	Shad_tr5581_c0_g1_i12.p1	Chfu_DN4260_c0_g1_i1.p1, Chfu_DN19700_c0_g1_i1.p1
OG0004869	Shad_tr3726_c0_g1_i3.p1	Chfu_DN8337_c0_g1_i1.p1
OG0004870	Shad_tr4253_c0_g1_i14.p1	Chfu_DN11865_c0_g1_i1.p1
OG0004871	Shad_tr24457_c0_g1_i2.p1	Chfu_DN13802_c0_g1_i1.p1, Chfu_DN12848_c0_g1_i1.p1, Chfu_DN8918_c0_g1_i1.p1
OG0004872	Shad_tr9187_c0_g2_i4.p1	Chfu_DN19173_c0_g1_i1.p1, Chfu_DN2466_c0_g1_i1.p1
OG0004873	Shad_tr4540_c1_g1_i5.p1	Chfu_DN13997_c0_g1_i1.p1
OG0004875	Shad_tr8923_c0_g2_i6.p1	Chfu_DN16918_c0_g1_i1.p1
OG0004876	Shad_tr23652_c0_g1_i7.p1	Chfu_DN2949_c0_g1_i3.p1
OG0004877	Shad_tr21571_c0_g1_i6.p1	Chfu_DN4481_c0_g1_i1.p1, Chfu_DN5540_c0_g1_i1.p1
OG0004879	Shad_tr27008_c0_g2_i2.p1	Chfu_DN17109_c0_g1_i1.p1
OG0004880	Shad_tr41873_c0_g1_i4.p1	Chfu_DN146_c0_g1_i1.p1
OG0004881	Shad_tr20043_c2_g1_i2.p1	Chfu_DN4659_c0_g1_i1.p1
OG0004882	Shad_tr16710_c0_g1_i7.p1	Chfu_DN3496_c0_g1_i1.p1
OG0004883	Shad_tr12989_c2_g1_i18.p1	Chfu_DN8713_c0_g1_i1.p1, Chfu_DN8713_c0_g2_i1.p1
OG0004884	Shad_tr15260_c0_g1_i2.p1	Chfu_DN10672_c0_g1_i1.p1
OG0004889	Shad_tr845_c0_g2_i3.p1	Chfu_DN17722_c0_g1_i1.p1
OG0004890	Shad_tr17847_c0_g1_i2.p1	Chfu_DN693_c0_g1_i3.p1
OG0004891	Shad_tr23198_c1_g1_i14.p1	Chfu_DN14725_c0_g1_i1.p1
OG0004893	Shad_tr8141_c0_g1_i20.p1	Chfu_DN5135_c0_g1_i1.p1, Chfu_DN5135_c0_g2_i1.p1
OG0004896	Shad_tr9632_c0_g3_i2.p1	Chfu_DN5948_c0_g2_i1.p1, Chfu_DN5948_c0_g1_i1.p1
OG0004897	Shad_tr643_c0_g1_i5.p1	Chfu_DN2441_c0_g1_i1.p1
OG0004900	Shad_tr16190_c0_g1_i4.p1	Chfu_DN16661_c0_g1_i1.p1, Chfu_DN9718_c0_g1_i1.p1
OG0004901	Shad_tr41440_c1_g1_i3.p1	Chfu_DN8536_c0_g1_i1.p1
OG0004902	Shad_tr23393_c1_g1_i2.p1	Chfu_DN15665_c0_g1_i1.p1
OG0004903	Shad_tr1815_c2_g1_i2.p1	Chfu_DN17589_c0_g1_i1.p1
OG0004906	Shad_tr23832_c0_g1_i2.p1	Chfu_DN18919_c0_g1_i1.p1, Chfu_DN13672_c0_g1_i1.p1
OG0004907	Shad_tr36202_c0_g1_i1.p1	Chfu_DN3731_c0_g1_i1.p1, Chfu_DN17145_c0_g1_i1.p1
OG0004909	Shad_tr11557_c0_g1_i6.p1	Chfu_DN7987_c0_g1_i1.p1
OG0004911	Shad_tr18522_c0_g1_i4.p1	Chfu_DN11635_c0_g1_i1.p1, Chfu_DN9673_c0_g1_i1.p1
OG0004913	Shad_tr8236_c1_g1_i11.p1	Chfu_DN1716_c0_g1_i1.p1
OG0004914	Shad_tr3927_c0_g1_i3.p1	Chfu_DN5255_c0_g1_i1.p2, Chfu_DN14672_c0_g1_i1.p1
OG0004915	Shad_tr14561_c1_g1_i1.p1	Chfu_DN6929_c0_g3_i2.p1
OG0004916	Shad_tr12591_c1_g1_i2.p1	Chfu_DN11820_c0_g1_i1.p1
OG0004917	Shad_tr79899_c0_g1_i1.p1, Shad_tr16170_c0_g1_i1.p1	Chfu_DN6856_c0_g1_i1.p1
OG0004918	Shad_tr3113_c0_g1_i1.p1	Chfu_DN17348_c0_g1_i1.p1, Chfu_DN17815_c0_g1_i1.p2
OG0004919	Shad_tr4090_c1_g1_i2.p1	Chfu_DN8587_c0_g1_i1.p1, Chfu_DN8587_c0_g2_i1.p1
OG0004920	Shad_tr8537_c1_g1_i2.p1	Chfu_DN1510_c0_g2_i2.p1
OG0004922	Shad_tr25920_c1_g1_i1.p1	Chfu_DN12035_c0_g1_i1.p1
OG0004923	Shad_tr20313_c2_g1_i4.p1	Chfu_DN15886_c0_g1_i1.p1
OG0004924	Shad_tr67333_c0_g1_i1.p1, Shad_tr4596_c0_g1_i2.p1	Chfu_DN15493_c0_g1_i1.p1
OG0004925	Shad_tr3743_c0_g2_i4.p1	Chfu_DN2858_c0_g1_i4.p1
OG0004926	Shad_tr35206_c0_g1_i1.p1	Chfu_DN2735_c0_g1_i1.p1
OG0004929	Shad_tr5240_c0_g1_i33.p1	Chfu_DN17366_c0_g1_i1.p1
OG0004930	Shad_tr18816_c0_g1_i4.p1	Chfu_DN863_c0_g1_i2.p1, Chfu_DN16609_c0_g1_i1.p1
OG0004931	Shad_tr686_c0_g1_i4.p1	Chfu_DN7615_c0_g1_i1.p1, Chfu_DN12180_c0_g1_i1.p1, Chfu_DN7615_c1_g1_i1.p1
OG0004932	Shad_tr3463_c0_g2_i1.p1	Chfu_DN2861_c0_g2_i1.p1, Chfu_DN2861_c0_g1_i1.p1
OG0004933	Shad_tr3499_c0_g1_i12.p1	Chfu_DN4372_c0_g2_i1.p1
OG0004934	Shad_tr7775_c1_g1_i12.p1	Chfu_DN10592_c0_g1_i1.p1
OG0004935	Shad_tr20113_c0_g1_i4.p1	Chfu_DN9012_c0_g2_i1.p1, Chfu_DN9012_c0_g1_i1.p1
OG0004936	Shad_tr4327_c2_g1_i2.p1	Chfu_DN4690_c0_g2_i1.p1, Chfu_DN4690_c0_g1_i1.p1
OG0004937	Shad_tr483_c0_g1_i1.p1	Chfu_DN13639_c0_g2_i1.p1
OG0004938	Shad_tr4460_c3_g1_i3.p1	Chfu_DN6361_c0_g1_i1.p1, Chfu_DN6361_c0_g3_i1.p1
OG0004939	Shad_tr3831_c0_g1_i2.p1	Chfu_DN366_c0_g1_i2.p1
OG0004941	Shad_tr5274_c0_g1_i3.p1	Chfu_DN17097_c0_g1_i1.p1, Chfu_DN7249_c0_g1_i1.p1
OG0004942	Shad_tr8074_c0_g1_i2.p1, Shad_tr217_c6_g1_i2.p1	Chfu_DN8461_c0_g1_i1.p1
OG0004943	Shad_tr3003_c0_g1_i4.p1	Chfu_DN8258_c0_g1_i1.p1, Chfu_DN4173_c0_g1_i1.p1
OG0004944	Shad_tr22173_c1_g1_i1.p1	Chfu_DN1788_c0_g1_i1.p1
OG0004946	Shad_tr517_c0_g1_i13.p1	Chfu_DN12455_c0_g1_i1.p1
OG0004948	Shad_tr29717_c0_g2_i5.p1	Chfu_DN2623_c0_g1_i1.p1
OG0004950	Shad_tr6581_c1_g1_i4.p1	Chfu_DN16679_c0_g1_i1.p1, Chfu_DN5097_c0_g1_i1.p1
OG0004951	Shad_tr41278_c0_g1_i2.p1	Chfu_DN6233_c0_g1_i1.p1
OG0004952	Shad_tr39566_c0_g1_i33.p1	Chfu_DN15334_c0_g1_i1.p1, Chfu_DN15284_c0_g1_i1.p1
OG0004956	Shad_tr5073_c0_g1_i7.p1	Chfu_DN17544_c0_g1_i1.p1
OG0004957	Shad_tr22865_c0_g1_i1.p1	Chfu_DN4105_c0_g1_i1.p1
OG0004958	Shad_tr10771_c3_g1_i1.p1	Chfu_DN708_c0_g1_i1.p1
OG0004964	Shad_tr9870_c0_g1_i13.p1	Chfu_DN2233_c0_g1_i1.p1
OG0004966	Shad_tr11602_c2_g1_i2.p1	Chfu_DN4297_c0_g1_i1.p1, Chfu_DN9232_c0_g1_i1.p1
OG0004967	Shad_tr267_c4_g1_i1.p1, Shad_tr10896_c0_g1_i2.p1	Chfu_DN15327_c0_g2_i1.p1
OG0004968	Shad_tr41679_c0_g1_i2.p1	Chfu_DN1992_c0_g1_i1.p1
OG0004970	Shad_tr35332_c0_g1_i2.p1	Chfu_DN16867_c0_g1_i1.p1
