Orthogroup	Stichodactyla_haddoni_longest_pep	Sanderia_malayensis_longest_pep
OG0004353	Shad_tr2254_c1_g1_i10.p1	Sama_DN713_c0_g1_i1.p1
OG0004354	Shad_tr30594_c1_g1_i1.p1	Sama_DN4199_c0_g2_i1.p1
OG0004356	Shad_tr32605_c0_g1_i4.p1	Sama_DN13901_c0_g1_i1.p1
OG0004357	Shad_tr11012_c0_g1_i1.p1	Sama_DN562_c0_g1_i1.p1
OG0004359	Shad_tr17852_c0_g2_i11.p1	Sama_DN12867_c0_g1_i1.p1
OG0004360	Shad_tr36269_c1_g1_i2.p1	Sama_DN1552_c0_g1_i1.p1
OG0004361	Shad_tr18884_c0_g1_i1.p1	Sama_DN7154_c0_g1_i1.p1
OG0004362	Shad_tr47807_c0_g1_i1.p1	Sama_DN11696_c0_g1_i1.p1
OG0004363	Shad_tr35595_c0_g1_i3.p1	Sama_DN7360_c0_g2_i1.p1
OG0004364	Shad_tr33452_c0_g1_i2.p1	Sama_DN12213_c0_g1_i1.p1
OG0004365	Shad_tr3280_c1_g2_i3.p1	Sama_DN1916_c2_g1_i1.p1
OG0004368	Shad_tr44833_c0_g1_i1.p1, Shad_tr65800_c0_g1_i1.p1	Sama_DN5886_c0_g1_i2.p1
OG0004372	Shad_tr24022_c0_g1_i10.p1	Sama_DN14163_c0_g1_i1.p1
OG0004373	Shad_tr24207_c3_g1_i2.p1	Sama_DN12690_c0_g1_i1.p1
OG0004375	Shad_tr40480_c0_g1_i1.p1, Shad_tr427_c8_g1_i2.p1	Sama_DN7001_c0_g3_i1.p1
OG0004376	Shad_tr25867_c0_g1_i4.p1	Sama_DN13368_c0_g1_i1.p1
OG0004377	Shad_tr8332_c0_g1_i1.p1	Sama_DN5882_c0_g1_i1.p1
OG0004378	Shad_tr30400_c0_g1_i1.p1	Sama_DN1901_c0_g1_i1.p1
OG0004380	Shad_tr19377_c2_g1_i2.p1	Sama_DN12352_c0_g1_i1.p1
OG0004381	Shad_tr12613_c0_g2_i6.p1	Sama_DN2542_c0_g1_i1.p1
OG0004383	Shad_tr15148_c0_g1_i2.p1	Sama_DN1151_c0_g1_i4.p1
OG0004384	Shad_tr21494_c1_g1_i5.p1	Sama_DN12371_c0_g1_i1.p1
OG0004385	Shad_tr14898_c0_g1_i14.p1	Sama_DN4760_c0_g1_i1.p1
OG0004386	Shad_tr20291_c0_g1_i1.p1	Sama_DN5549_c0_g1_i1.p1
OG0004387	Shad_tr64680_c0_g1_i1.p1	Sama_DN13409_c0_g1_i1.p1
OG0004388	Shad_tr1551_c1_g2_i2.p1, Shad_tr12298_c1_g1_i1.p1	Sama_DN7393_c0_g1_i3.p1
OG0004389	Shad_tr11779_c1_g1_i2.p1, Shad_tr30840_c0_g1_i1.p1	Sama_DN303_c0_g1_i2.p1
OG0004390	Shad_tr27_c6_g1_i2.p1	Sama_DN12381_c0_g1_i1.p1
OG0004391	Shad_tr5985_c0_g2_i2.p1	Sama_DN973_c0_g1_i1.p1
OG0004393	Shad_tr3472_c0_g1_i1.p1	Sama_DN11508_c0_g1_i1.p1
OG0004397	Shad_tr1055_c0_g1_i3.p1	Sama_DN122_c0_g1_i1.p1
OG0004398	Shad_tr13188_c0_g1_i1.p1	Sama_DN13078_c0_g1_i1.p1
OG0004399	Shad_tr12247_c0_g2_i5.p1	Sama_DN1409_c0_g1_i1.p1
OG0004400	Shad_tr2867_c0_g2_i1.p1, Shad_tr2049_c2_g1_i2.p1	Sama_DN12332_c0_g1_i1.p1
OG0004401	Shad_tr109006_c0_g1_i1.p1, Shad_tr16049_c0_g1_i1.p1	Sama_DN633_c0_g1_i1.p1
OG0004402	Shad_tr20555_c0_g1_i3.p1	Sama_DN1396_c0_g2_i1.p1
OG0004403	Shad_tr23036_c1_g2_i1.p1	Sama_DN8588_c0_g1_i1.p1
OG0004404	Shad_tr1498_c1_g1_i1.p1	Sama_DN4869_c0_g1_i1.p1
OG0004405	Shad_tr14582_c0_g1_i12.p1	Sama_DN12131_c0_g1_i1.p1
OG0004406	Shad_tr9060_c0_g2_i1.p1	Sama_DN7690_c0_g1_i1.p1
OG0004407	Shad_tr1098_c1_g2_i3.p1	Sama_DN727_c0_g1_i1.p1
OG0004408	Shad_tr8221_c2_g2_i2.p1	Sama_DN7732_c0_g1_i1.p1
OG0004409	Shad_tr1427_c17_g1_i1.p1, Shad_tr19404_c0_g1_i2.p1	Sama_DN1778_c0_g1_i1.p1
OG0004410	Shad_tr591_c6_g1_i2.p1	Sama_DN11539_c0_g1_i1.p1, Sama_DN13587_c0_g1_i1.p1, Sama_DN13225_c0_g1_i1.p1
OG0004411	Shad_tr14922_c0_g1_i4.p1	Sama_DN1381_c0_g1_i2.p1
OG0004412	Shad_tr12407_c0_g2_i1.p1	Sama_DN1848_c0_g1_i2.p1
OG0004413	Shad_tr16667_c1_g1_i1.p1, Shad_tr16667_c1_g2_i3.p1	Sama_DN9818_c0_g1_i1.p1
OG0004415	Shad_tr5187_c0_g1_i3.p1	Sama_DN980_c0_g1_i1.p1
OG0004416	Shad_tr35945_c0_g1_i1.p1	Sama_DN3296_c0_g1_i1.p1
OG0004417	Shad_tr9307_c2_g1_i2.p1	Sama_DN11660_c0_g1_i1.p1
OG0004420	Shad_tr15757_c0_g1_i10.p1	Sama_DN3861_c0_g1_i1.p1
OG0004421	Shad_tr648_c1_g1_i1.p1	Sama_DN12074_c0_g1_i1.p1
OG0004422	Shad_tr16422_c1_g1_i1.p1	Sama_DN7009_c0_g1_i1.p1
OG0004423	Shad_tr7751_c0_g4_i1.p1	Sama_DN3252_c0_g1_i1.p1
OG0004426	Shad_tr6851_c0_g2_i1.p1	Sama_DN5310_c0_g2_i1.p1
OG0004428	Shad_tr8802_c0_g1_i7.p1	Sama_DN6913_c0_g1_i2.p1
OG0004429	Shad_tr16093_c0_g1_i2.p1	Sama_DN12265_c0_g1_i1.p1
OG0004432	Shad_tr7899_c0_g1_i1.p1	Sama_DN3897_c0_g1_i1.p1
OG0004433	Shad_tr24591_c0_g1_i1.p1	Sama_DN5377_c0_g2_i2.p1
OG0004434	Shad_tr16192_c1_g1_i2.p1	Sama_DN2285_c0_g1_i3.p1
OG0004435	Shad_tr971_c13_g1_i1.p1, Shad_tr8_c1_g2_i3.p1	Sama_DN11158_c0_g1_i1.p1
OG0004436	Shad_tr8766_c6_g1_i1.p1	Sama_DN5836_c0_g2_i1.p1
OG0004437	Shad_tr3145_c0_g1_i1.p1	Sama_DN12672_c0_g1_i1.p1
OG0004438	Shad_tr12854_c0_g1_i3.p1	Sama_DN4394_c0_g1_i1.p1
OG0004439	Shad_tr40845_c0_g1_i1.p1	Sama_DN1835_c0_g1_i1.p1
OG0004440	Shad_tr2774_c4_g1_i1.p1	Sama_DN127_c1_g1_i1.p1
OG0004441	Shad_tr5855_c0_g1_i1.p1	Sama_DN4049_c0_g1_i1.p1
OG0004442	Shad_tr7225_c0_g1_i4.p1, Shad_tr7225_c1_g1_i1.p1	Sama_DN5427_c0_g1_i1.p1
OG0004443	Shad_tr2484_c0_g1_i1.p1	Sama_DN1184_c0_g1_i1.p1
OG0004444	Shad_tr8536_c0_g1_i3.p1	Sama_DN12957_c0_g1_i1.p1
OG0004445	Shad_tr45224_c0_g1_i7.p1	Sama_DN3791_c0_g1_i1.p1
OG0004446	Shad_tr19091_c0_g2_i1.p1	Sama_DN1186_c0_g1_i1.p1
OG0004447	Shad_tr2603_c0_g1_i7.p1	Sama_DN4077_c0_g2_i1.p1
OG0004448	Shad_tr108944_c0_g1_i1.p1, Shad_tr20345_c3_g1_i1.p1, Shad_tr1015_c1_g1_i2.p1	Sama_DN71_c0_g1_i2.p1
OG0004450	Shad_tr48662_c0_g1_i2.p1	Sama_DN3351_c0_g1_i1.p1
OG0004451	Shad_tr36649_c0_g1_i19.p1	Sama_DN1461_c0_g1_i1.p1
OG0004452	Shad_tr32295_c0_g1_i8.p1	Sama_DN4981_c0_g1_i1.p1
OG0004453	Shad_tr20624_c0_g1_i2.p1	Sama_DN5876_c0_g2_i2.p1
OG0004454	Shad_tr10350_c0_g1_i5.p1	Sama_DN11127_c0_g1_i1.p1
OG0004455	Shad_tr8384_c0_g1_i2.p1	Sama_DN3509_c0_g1_i1.p1
OG0004457	Shad_tr21767_c0_g1_i1.p1, Shad_tr2092_c0_g3_i1.p1, Shad_tr24289_c0_g2_i1.p1	Sama_DN12330_c0_g1_i1.p1
OG0004458	Shad_tr6752_c0_g1_i6.p1	Sama_DN1305_c0_g1_i2.p1
OG0004460	Shad_tr13507_c3_g1_i5.p1, Shad_tr13252_c0_g4_i4.p1	Sama_DN2036_c0_g1_i1.p1
OG0004461	Shad_tr19025_c0_g2_i3.p1	Sama_DN14131_c0_g1_i1.p1
OG0004462	Shad_tr1677_c0_g1_i11.p1	Sama_DN1948_c0_g1_i1.p1
OG0004463	Shad_tr12493_c2_g1_i31.p1	Sama_DN9757_c0_g1_i1.p1
OG0004465	Shad_tr35612_c0_g3_i1.p1	Sama_DN862_c0_g1_i1.p1
OG0004468	Shad_tr28690_c1_g1_i1.p1	Sama_DN5299_c0_g1_i1.p1
OG0004471	Shad_tr17508_c0_g1_i17.p1	Sama_DN609_c0_g1_i1.p1
OG0004473	Shad_tr8363_c0_g1_i7.p1	Sama_DN10891_c0_g1_i1.p1
OG0004475	Shad_tr2516_c0_g1_i1.p1	Sama_DN12716_c0_g1_i1.p1
OG0004476	Shad_tr7849_c0_g1_i6.p1	Sama_DN9267_c0_g1_i1.p1
OG0004477	Shad_tr7645_c2_g1_i1.p1	Sama_DN5329_c0_g1_i1.p1
OG0004478	Shad_tr16855_c1_g1_i1.p1	Sama_DN4597_c0_g1_i1.p1, Sama_DN4597_c1_g1_i1.p1
OG0004479	Shad_tr7729_c0_g2_i6.p1	Sama_DN5228_c0_g1_i1.p1
OG0004480	Shad_tr7926_c0_g1_i19.p1	Sama_DN13503_c0_g1_i1.p1
OG0004481	Shad_tr20561_c0_g1_i1.p1	Sama_DN14076_c0_g1_i1.p1
OG0004482	Shad_tr42926_c0_g1_i4.p1	Sama_DN4993_c0_g1_i1.p1
OG0004484	Shad_tr23496_c1_g1_i1.p1, Shad_tr2255_c10_g1_i1.p1	Sama_DN5156_c0_g1_i2.p1
OG0004486	Shad_tr73180_c0_g1_i1.p1	Sama_DN603_c0_g1_i5.p1
OG0004487	Shad_tr5022_c0_g1_i22.p1	Sama_DN1541_c0_g1_i3.p1
OG0004489	Shad_tr39564_c1_g1_i2.p1, Shad_tr1720_c0_g1_i24.p1	Sama_DN10903_c0_g1_i1.p1
OG0004490	Shad_tr310_c0_g1_i1.p1	Sama_DN12322_c0_g1_i1.p1
OG0004491	Shad_tr637_c0_g1_i16.p1	Sama_DN13007_c0_g1_i1.p1
OG0004494	Shad_tr29066_c0_g1_i2.p1	Sama_DN2221_c0_g1_i1.p1
OG0004497	Shad_tr7387_c0_g1_i21.p1	Sama_DN3364_c1_g1_i1.p1
OG0004498	Shad_tr903_c2_g1_i3.p1	Sama_DN6073_c0_g1_i1.p1
OG0004499	Shad_tr29432_c0_g1_i15.p1	Sama_DN11126_c0_g1_i1.p1
OG0004500	Shad_tr16672_c0_g3_i2.p1	Sama_DN3741_c0_g1_i1.p1, Sama_DN12331_c0_g1_i1.p1
OG0004501	Shad_tr6748_c0_g1_i1.p1	Sama_DN8309_c0_g1_i1.p1
OG0004502	Shad_tr7806_c0_g1_i1.p1	Sama_DN2032_c0_g1_i2.p1
OG0004504	Shad_tr4742_c0_g4_i1.p1	Sama_DN6362_c0_g1_i1.p1
OG0004505	Shad_tr18549_c4_g2_i1.p1	Sama_DN4567_c0_g2_i1.p1
OG0004506	Shad_tr63466_c0_g1_i1.p1, Shad_tr80793_c0_g1_i1.p1	Sama_DN2735_c0_g1_i1.p1
OG0004507	Shad_tr46938_c0_g2_i2.p1	Sama_DN12253_c0_g1_i1.p1, Sama_DN4649_c0_g1_i5.p1, Sama_DN3239_c0_g1_i1.p1
OG0004508	Shad_tr15880_c1_g1_i3.p1	Sama_DN2647_c0_g1_i2.p1
OG0004511	Shad_tr2782_c0_g2_i3.p1	Sama_DN11118_c0_g1_i1.p1
OG0004512	Shad_tr87430_c0_g1_i1.p1	Sama_DN11878_c0_g1_i1.p1
OG0004514	Shad_tr14226_c2_g1_i4.p1	Sama_DN1806_c0_g1_i2.p1
OG0004515	Shad_tr139_c0_g1_i1.p1	Sama_DN413_c0_g1_i1.p1
OG0004516	Shad_tr2199_c3_g1_i3.p1	Sama_DN4209_c0_g1_i1.p1
OG0004518	Shad_tr24547_c2_g1_i1.p1	Sama_DN14136_c0_g1_i1.p1
OG0004519	Shad_tr5358_c0_g1_i1.p1	Sama_DN192_c0_g2_i1.p1, Sama_DN7118_c0_g2_i1.p1
OG0004520	Shad_tr4400_c1_g1_i1.p1	Sama_DN7073_c0_g1_i1.p1
OG0004522	Shad_tr21160_c0_g3_i1.p1	Sama_DN12259_c0_g1_i1.p1
OG0004523	Shad_tr2042_c4_g1_i3.p1	Sama_DN2310_c0_g1_i1.p1, Sama_DN2310_c0_g2_i1.p1
OG0004524	Shad_tr93889_c0_g1_i1.p1	Sama_DN12486_c0_g1_i1.p1
OG0004525	Shad_tr5385_c1_g1_i13.p1	Sama_DN7453_c0_g1_i1.p1
OG0004528	Shad_tr2838_c0_g1_i7.p1	Sama_DN11619_c0_g1_i1.p1, Sama_DN1504_c0_g1_i1.p1
OG0004530	Shad_tr8430_c1_g1_i2.p1	Sama_DN3907_c0_g1_i1.p1
OG0004531	Shad_tr414_c0_g1_i1.p1	Sama_DN2826_c0_g1_i1.p1
OG0004532	Shad_tr6577_c0_g2_i4.p1	Sama_DN2298_c0_g1_i1.p1
OG0004533	Shad_tr15879_c0_g2_i2.p1	Sama_DN8037_c0_g1_i1.p1
OG0004534	Shad_tr1767_c1_g1_i7.p1	Sama_DN17_c1_g1_i2.p1
OG0004535	Shad_tr32656_c0_g1_i2.p1	Sama_DN12328_c0_g1_i1.p1
OG0004536	Shad_tr4612_c1_g2_i1.p1	Sama_DN1070_c0_g1_i1.p1
OG0004537	Shad_tr745_c6_g1_i1.p1	Sama_DN10659_c0_g1_i2.p1
OG0004542	Shad_tr32311_c2_g2_i3.p1	Sama_DN434_c0_g1_i1.p1
OG0004543	Shad_tr6645_c0_g1_i4.p1	Sama_DN9415_c0_g1_i1.p1
OG0004546	Shad_tr11241_c0_g1_i1.p1	Sama_DN3911_c0_g1_i1.p1
OG0004547	Shad_tr10417_c0_g1_i1.p1	Sama_DN4098_c0_g1_i2.p1, Sama_DN153_c0_g1_i6.p1, Sama_DN6461_c0_g1_i1.p1, Sama_DN3337_c0_g1_i2.p1, Sama_DN56_c0_g3_i1.p1
OG0004548	Shad_tr12041_c0_g1_i1.p1	Sama_DN5607_c0_g1_i1.p1
OG0004549	Shad_tr1090_c0_g2_i1.p1	Sama_DN4668_c0_g1_i1.p1
OG0004551	Shad_tr324_c1_g1_i15.p1	Sama_DN13174_c0_g1_i1.p1
OG0004552	Shad_tr10466_c0_g1_i2.p1	Sama_DN11142_c0_g1_i1.p1
OG0004553	Shad_tr14630_c0_g1_i1.p1	Sama_DN7537_c0_g1_i1.p1
OG0004554	Shad_tr3203_c2_g1_i1.p1	Sama_DN1753_c0_g1_i1.p1
OG0004559	Shad_tr739_c0_g1_i1.p1	Sama_DN352_c0_g1_i1.p1
OG0004560	Shad_tr38396_c0_g2_i1.p1	Sama_DN10132_c0_g1_i1.p1
OG0004565	Shad_tr3371_c2_g1_i1.p1	Sama_DN5096_c0_g1_i1.p1
OG0004567	Shad_tr5712_c1_g1_i6.p1	Sama_DN4287_c0_g1_i1.p1
OG0004573	Shad_tr86938_c0_g1_i1.p1	Sama_DN6663_c0_g1_i1.p1
OG0004575	Shad_tr38038_c0_g1_i1.p1	Sama_DN2424_c0_g1_i1.p1
OG0004576	Shad_tr56117_c0_g1_i1.p1	Sama_DN5629_c0_g1_i1.p1
OG0004577	Shad_tr16725_c0_g2_i1.p1	Sama_DN780_c0_g1_i1.p1
OG0004580	Shad_tr114612_c0_g1_i1.p1, Shad_tr3716_c0_g1_i1.p1	Sama_DN11363_c0_g1_i1.p1
OG0004585	Shad_tr30252_c0_g2_i8.p1	Sama_DN1138_c0_g1_i3.p1
OG0004586	Shad_tr30244_c3_g1_i1.p1, Shad_tr3371_c0_g1_i1.p1	Sama_DN3180_c0_g1_i1.p1
OG0004590	Shad_tr5163_c0_g4_i1.p1, Shad_tr5163_c0_g1_i1.p1	Sama_DN457_c0_g1_i1.p1
OG0004591	Shad_tr28166_c0_g1_i4.p1	Sama_DN2614_c0_g1_i1.p1
OG0004594	Shad_tr24879_c0_g1_i6.p1	Sama_DN2917_c0_g1_i1.p1
OG0004596	Shad_tr13411_c1_g1_i9.p1	Sama_DN3202_c0_g1_i1.p1
OG0004597	Shad_tr8499_c0_g2_i1.p1	Sama_DN375_c0_g1_i2.p1
OG0004598	Shad_tr6573_c2_g1_i1.p1, Shad_tr31200_c0_g2_i1.p1	Sama_DN8349_c0_g1_i1.p1
OG0004600	Shad_tr6750_c0_g1_i1.p1	Sama_DN289_c0_g1_i1.p2
OG0004601	Shad_tr18001_c0_g1_i1.p1	Sama_DN7456_c0_g3_i1.p1, Sama_DN10404_c0_g1_i1.p1
OG0004603	Shad_tr25761_c1_g1_i3.p1, Shad_tr67959_c0_g1_i1.p1	Sama_DN4691_c0_g2_i1.p1
OG0004606	Shad_tr9919_c0_g1_i7.p1	Sama_DN7949_c0_g1_i2.p1
OG0004607	Shad_tr1207_c7_g1_i1.p1	Sama_DN14262_c0_g1_i1.p1
OG0004608	Shad_tr30965_c1_g2_i1.p1	Sama_DN11804_c0_g1_i1.p1
OG0004612	Shad_tr101451_c0_g1_i1.p1	Sama_DN14288_c0_g1_i1.p1, Sama_DN14278_c0_g1_i1.p1, Sama_DN8573_c0_g1_i1.p1, Sama_DN14259_c0_g1_i1.p1, Sama_DN6403_c0_g1_i1.p1
OG0004614	Shad_tr101977_c0_g1_i1.p1	Sama_DN8088_c0_g1_i1.p1
OG0004637	Shad_tr1006_c0_g1_i21.p1	Sama_DN6230_c0_g1_i3.p1
OG0004639	Shad_tr2449_c0_g1_i3.p1	Sama_DN340_c0_g1_i6.p1
OG0004640	Shad_tr4549_c0_g1_i16.p1	Sama_DN8372_c0_g2_i1.p1
OG0004642	Shad_tr3370_c0_g3_i1.p1	Sama_DN5828_c0_g1_i1.p1, Sama_DN8353_c0_g2_i1.p1
OG0004644	Shad_tr9108_c0_g1_i3.p1	Sama_DN7902_c0_g2_i1.p1, Sama_DN7902_c0_g1_i1.p1
OG0004645	Shad_tr4338_c0_g1_i2.p1	Sama_DN9897_c0_g1_i1.p1, Sama_DN9897_c0_g2_i1.p1
OG0004646	Shad_tr2154_c1_g1_i11.p1	Sama_DN399_c0_g1_i1.p1
OG0004647	Shad_tr19678_c0_g1_i1.p1	Sama_DN6347_c0_g1_i1.p1, Sama_DN8027_c0_g1_i1.p1
OG0004652	Shad_tr5096_c0_g1_i19.p1	Sama_DN6224_c0_g1_i2.p1, Sama_DN4576_c0_g1_i1.p1
OG0004654	Shad_tr10483_c0_g2_i8.p1	Sama_DN6075_c0_g1_i1.p1
OG0004656	Shad_tr3056_c0_g1_i4.p1	Sama_DN3030_c0_g1_i1.p1
OG0004657	Shad_tr238_c9_g1_i4.p1	Sama_DN3505_c0_g1_i2.p1
OG0004658	Shad_tr5436_c0_g1_i41.p1	Sama_DN3223_c0_g1_i1.p1
OG0004659	Shad_tr3064_c2_g1_i2.p1, Shad_tr50055_c1_g1_i5.p1, Shad_tr6298_c1_g1_i2.p1	Sama_DN7712_c0_g1_i1.p1
OG0004660	Shad_tr1620_c0_g1_i2.p1	Sama_DN70_c0_g1_i1.p1
OG0004661	Shad_tr1027_c2_g2_i3.p1	Sama_DN2302_c0_g1_i3.p1
OG0004662	Shad_tr5848_c0_g1_i8.p1	Sama_DN8223_c0_g1_i3.p1
OG0004664	Shad_tr1049_c1_g1_i4.p1	Sama_DN295_c0_g1_i1.p1
OG0004665	Shad_tr8775_c0_g1_i3.p1	Sama_DN8931_c1_g2_i1.p1, Sama_DN8931_c1_g1_i1.p1, Sama_DN8931_c1_g3_i1.p1
OG0004666	Shad_tr1285_c0_g2_i1.p1	Sama_DN5682_c0_g2_i1.p1
OG0004668	Shad_tr720_c0_g1_i1.p1	Sama_DN720_c0_g1_i1.p1
OG0004670	Shad_tr20181_c0_g1_i3.p1	Sama_DN8694_c0_g2_i1.p1, Sama_DN8540_c0_g1_i1.p1, Sama_DN8694_c0_g1_i1.p1
OG0004671	Shad_tr1713_c3_g1_i2.p1	Sama_DN4963_c0_g1_i1.p1
OG0004672	Shad_tr8408_c1_g1_i18.p1	Sama_DN3696_c0_g3_i1.p1
OG0004673	Shad_tr4962_c0_g2_i2.p1	Sama_DN11488_c0_g1_i1.p1
OG0004675	Shad_tr40699_c0_g1_i3.p1	Sama_DN6514_c0_g1_i1.p1
OG0004676	Shad_tr1151_c2_g1_i1.p1	Sama_DN1088_c0_g1_i1.p1
OG0004678	Shad_tr10843_c2_g1_i14.p1	Sama_DN1858_c0_g1_i1.p1
OG0004679	Shad_tr17183_c0_g1_i1.p1	Sama_DN4782_c0_g2_i1.p1
OG0004680	Shad_tr14226_c0_g1_i8.p1	Sama_DN1727_c0_g1_i4.p1
OG0004681	Shad_tr5253_c10_g1_i1.p1	Sama_DN3507_c0_g1_i2.p1
OG0004683	Shad_tr7040_c0_g1_i4.p1	Sama_DN1916_c0_g1_i3.p1
OG0004684	Shad_tr5535_c0_g1_i2.p1	Sama_DN1284_c0_g1_i1.p1
OG0004685	Shad_tr8037_c0_g1_i3.p1	Sama_DN5025_c0_g1_i1.p1
OG0004687	Shad_tr2800_c0_g1_i3.p1	Sama_DN8559_c0_g1_i1.p1, Sama_DN2055_c2_g1_i1.p1
OG0004688	Shad_tr9129_c0_g1_i5.p1	Sama_DN8394_c0_g1_i1.p1, Sama_DN8394_c0_g2_i1.p1, Sama_DN10050_c0_g1_i1.p1
OG0004689	Shad_tr2505_c0_g1_i7.p1	Sama_DN2596_c0_g1_i2.p1
OG0004691	Shad_tr49007_c0_g1_i4.p1	Sama_DN2701_c0_g1_i1.p1
OG0004692	Shad_tr3382_c1_g1_i5.p1	Sama_DN6880_c0_g1_i1.p1
OG0004693	Shad_tr4761_c0_g1_i18.p1	Sama_DN2716_c0_g1_i1.p1
OG0004695	Shad_tr25817_c0_g1_i14.p1	Sama_DN8325_c0_g1_i1.p1
OG0004697	Shad_tr11229_c0_g1_i2.p1	Sama_DN4429_c0_g1_i2.p1, Sama_DN8723_c0_g1_i1.p1
OG0004698	Shad_tr51897_c0_g1_i6.p1	Sama_DN10264_c0_g1_i1.p1
OG0004699	Shad_tr12845_c0_g1_i1.p1	Sama_DN9237_c0_g1_i1.p1
OG0004701	Shad_tr102584_c0_g1_i1.p1, Shad_tr37560_c0_g1_i6.p1	Sama_DN1905_c0_g1_i3.p1
OG0004702	Shad_tr7091_c0_g2_i1.p1	Sama_DN1751_c0_g1_i3.p1
OG0004703	Shad_tr15421_c0_g1_i6.p1	Sama_DN11331_c0_g1_i1.p1
OG0004704	Shad_tr10274_c0_g4_i1.p1	Sama_DN6567_c0_g1_i1.p1
OG0004705	Shad_tr29311_c1_g1_i1.p1	Sama_DN6221_c0_g1_i2.p1
OG0004706	Shad_tr8232_c0_g1_i1.p1	Sama_DN6058_c0_g3_i1.p1, Sama_DN6058_c0_g4_i1.p1
OG0004707	Shad_tr5786_c1_g1_i2.p1, Shad_tr971_c0_g1_i7.p1	Sama_DN13415_c0_g1_i1.p1
OG0004708	Shad_tr1229_c1_g1_i7.p1	Sama_DN11515_c0_g1_i1.p1
OG0004709	Shad_tr13414_c0_g1_i2.p1	Sama_DN799_c0_g1_i1.p1
OG0004710	Shad_tr1812_c0_g1_i3.p1	Sama_DN276_c0_g1_i1.p1
OG0004711	Shad_tr13088_c1_g2_i2.p1	Sama_DN1514_c0_g1_i1.p1
OG0004712	Shad_tr1370_c0_g2_i1.p1	Sama_DN650_c1_g1_i3.p1
OG0004713	Shad_tr4928_c0_g1_i26.p1	Sama_DN5453_c1_g1_i1.p1
OG0004714	Shad_tr13224_c1_g1_i1.p1	Sama_DN6787_c0_g1_i1.p1, Sama_DN5277_c0_g1_i1.p1
OG0004716	Shad_tr14218_c0_g1_i1.p1	Sama_DN3225_c0_g1_i1.p1
OG0004717	Shad_tr21052_c0_g1_i3.p1	Sama_DN3517_c0_g1_i1.p1
OG0004718	Shad_tr17030_c0_g2_i2.p1	Sama_DN10301_c0_g1_i1.p1
OG0004719	Shad_tr6446_c0_g1_i26.p1	Sama_DN5220_c0_g1_i10.p1
OG0004722	Shad_tr3111_c2_g1_i1.p1	Sama_DN3065_c0_g1_i5.p1, Sama_DN1306_c0_g1_i1.p1
OG0004723	Shad_tr11723_c0_g1_i25.p1	Sama_DN3327_c0_g1_i1.p1
OG0004725	Shad_tr61986_c0_g1_i1.p1	Sama_DN3566_c0_g1_i1.p1
OG0004726	Shad_tr10393_c0_g2_i1.p1	Sama_DN2243_c0_g1_i2.p1
OG0004728	Shad_tr11444_c1_g1_i37.p1	Sama_DN3044_c0_g2_i1.p1
OG0004729	Shad_tr105565_c0_g1_i1.p1, Shad_tr24299_c0_g1_i3.p1	Sama_DN1990_c0_g2_i2.p1
OG0004730	Shad_tr19396_c0_g2_i1.p1	Sama_DN12795_c0_g1_i1.p1
OG0004732	Shad_tr32282_c0_g1_i1.p1, Shad_tr64011_c0_g1_i1.p1	Sama_DN8582_c0_g1_i1.p1
OG0004733	Shad_tr20457_c0_g1_i5.p1	Sama_DN1851_c0_g1_i3.p1
OG0004734	Shad_tr4838_c0_g1_i3.p1	Sama_DN1965_c0_g1_i3.p1
OG0004736	Shad_tr6787_c0_g1_i1.p1	Sama_DN2531_c0_g1_i1.p1
OG0004737	Shad_tr7830_c1_g1_i5.p1	Sama_DN1213_c0_g1_i1.p1
OG0004739	Shad_tr4991_c0_g1_i5.p1	Sama_DN2438_c0_g1_i4.p1
OG0004741	Shad_tr13065_c0_g2_i5.p1	Sama_DN4026_c0_g1_i1.p1
OG0004742	Shad_tr35687_c0_g1_i1.p1	Sama_DN2196_c0_g1_i3.p1
OG0004743	Shad_tr21478_c0_g1_i1.p1	Sama_DN7134_c0_g1_i1.p1, Sama_DN9746_c0_g1_i1.p1
OG0004744	Shad_tr8909_c0_g1_i2.p1	Sama_DN11877_c0_g1_i1.p1, Sama_DN13053_c0_g1_i1.p1
OG0004745	Shad_tr18280_c0_g2_i1.p1, Shad_tr18280_c0_g1_i1.p1	Sama_DN8255_c0_g1_i1.p1, Sama_DN11659_c0_g1_i1.p1, Sama_DN7615_c0_g1_i1.p1
OG0004746	Shad_tr2759_c6_g1_i2.p1	Sama_DN1452_c0_g1_i1.p1
OG0004747	Shad_tr15081_c0_g1_i2.p1	Sama_DN3057_c0_g2_i1.p1
OG0004748	Shad_tr3734_c3_g1_i2.p1	Sama_DN7873_c0_g1_i1.p1
OG0004750	Shad_tr1143_c0_g1_i1.p1	Sama_DN7867_c0_g1_i1.p1
OG0004751	Shad_tr6956_c4_g1_i4.p1	Sama_DN2127_c0_g1_i2.p1
OG0004752	Shad_tr1557_c0_g1_i10.p1	Sama_DN208_c0_g1_i1.p1
OG0004753	Shad_tr2461_c1_g1_i5.p1	Sama_DN11057_c0_g1_i1.p1
OG0004755	Shad_tr7263_c3_g1_i1.p1	Sama_DN11579_c0_g1_i1.p1
OG0004756	Shad_tr443_c12_g1_i1.p1	Sama_DN3082_c0_g1_i1.p1
OG0004757	Shad_tr4769_c0_g1_i3.p1	Sama_DN4149_c0_g1_i1.p1
