Orthogroup	Stichodactyla_haddoni_longest_pep	Hydra_vulgaris_longest_pep
OG0004664	Shad_tr1049_c1_g1_i4.p1	Hyva_DN3495_c0_g1_i2.p1
OG0004665	Shad_tr8775_c0_g1_i3.p1	Hyva_DN2833_c0_g2_i1.p1
OG0004666	Shad_tr1285_c0_g2_i1.p1	Hyva_DN9389_c0_g1_i2.p1
OG0004668	Shad_tr720_c0_g1_i1.p1	Hyva_DN2510_c0_g1_i2.p1
OG0004670	Shad_tr20181_c0_g1_i3.p1	Hyva_DN8979_c0_g1_i3.p1
OG0004671	Shad_tr1713_c3_g1_i2.p1	Hyva_DN7160_c0_g1_i1.p1
OG0004672	Shad_tr8408_c1_g1_i18.p1	Hyva_DN2031_c0_g1_i1.p1
OG0004673	Shad_tr4962_c0_g2_i2.p1	Hyva_DN5873_c0_g1_i1.p1
OG0004676	Shad_tr1151_c2_g1_i1.p1	Hyva_DN33528_c0_g1_i1.p1, Hyva_DN2649_c0_g1_i2.p1
OG0004677	Shad_tr15035_c0_g1_i5.p1	Hyva_DN32564_c0_g1_i1.p1, Hyva_DN3231_c0_g1_i1.p1
OG0004678	Shad_tr10843_c2_g1_i14.p1	Hyva_DN1506_c0_g1_i8.p1
OG0004680	Shad_tr14226_c0_g1_i8.p1	Hyva_DN11746_c0_g1_i1.p1
OG0004681	Shad_tr5253_c10_g1_i1.p1	Hyva_DN15852_c0_g2_i2.p1
OG0004683	Shad_tr7040_c0_g1_i4.p1	Hyva_DN11298_c0_g1_i2.p1
OG0004684	Shad_tr5535_c0_g1_i2.p1	Hyva_DN11512_c0_g1_i2.p1
OG0004685	Shad_tr8037_c0_g1_i3.p1	Hyva_DN4595_c0_g1_i6.p1
OG0004687	Shad_tr2800_c0_g1_i3.p1	Hyva_DN919_c0_g1_i1.p1
OG0004688	Shad_tr9129_c0_g1_i5.p1	Hyva_DN11980_c0_g1_i1.p1
OG0004689	Shad_tr2505_c0_g1_i7.p1	Hyva_DN9333_c0_g1_i3.p1
OG0004690	Shad_tr3945_c0_g1_i8.p1	Hyva_DN10620_c0_g1_i1.p1
OG0004691	Shad_tr49007_c0_g1_i4.p1	Hyva_DN1693_c0_g1_i6.p1
OG0004693	Shad_tr4761_c0_g1_i18.p1	Hyva_DN5146_c0_g1_i2.p1
OG0004695	Shad_tr25817_c0_g1_i14.p1	Hyva_DN6512_c0_g1_i3.p1
OG0004697	Shad_tr11229_c0_g1_i2.p1	Hyva_DN1787_c0_g1_i2.p1
OG0004698	Shad_tr51897_c0_g1_i6.p1	Hyva_DN4114_c0_g1_i1.p1
OG0004699	Shad_tr12845_c0_g1_i1.p1	Hyva_DN6676_c0_g1_i4.p1
OG0004699	Shad_tr114624_c0_g1_i1.p1	Hyva_DN29481_c0_g1_i1.p1
OG0004700	Shad_tr19969_c1_g1_i1.p1	Hyva_DN2191_c0_g1_i3.p1
OG0004701	Shad_tr102584_c0_g1_i1.p1, Shad_tr37560_c0_g1_i6.p1	Hyva_DN1864_c0_g1_i3.p1
OG0004702	Shad_tr7091_c0_g2_i1.p1	Hyva_DN471_c0_g1_i2.p1
OG0004703	Shad_tr15421_c0_g1_i6.p1	Hyva_DN11666_c0_g1_i1.p1
OG0004704	Shad_tr10274_c0_g4_i1.p1	Hyva_DN3036_c0_g1_i1.p1
OG0004705	Shad_tr29311_c1_g1_i1.p1	Hyva_DN16358_c0_g1_i1.p1
OG0004706	Shad_tr8232_c0_g1_i1.p1	Hyva_DN19754_c0_g1_i2.p1
OG0004707	Shad_tr5786_c1_g1_i2.p1, Shad_tr971_c0_g1_i7.p1	Hyva_DN933_c0_g2_i1.p1
OG0004708	Shad_tr1229_c1_g1_i7.p1	Hyva_DN1525_c0_g1_i7.p1
OG0004709	Shad_tr13414_c0_g1_i2.p1	Hyva_DN8667_c0_g1_i4.p1
OG0004710	Shad_tr1812_c0_g1_i3.p1	Hyva_DN1731_c0_g1_i4.p1
OG0004711	Shad_tr13088_c1_g2_i2.p1	Hyva_DN4480_c0_g1_i1.p1
OG0004712	Shad_tr1370_c0_g2_i1.p1	Hyva_DN4364_c0_g1_i1.p1
OG0004713	Shad_tr4928_c0_g1_i26.p1	Hyva_DN8177_c0_g3_i1.p1
OG0004714	Shad_tr13224_c1_g1_i1.p1	Hyva_DN5542_c0_g1_i2.p1
OG0004715	Shad_tr5294_c0_g1_i1.p1	Hyva_DN8538_c0_g1_i7.p1
OG0004716	Shad_tr14218_c0_g1_i1.p1	Hyva_DN4312_c0_g1_i1.p1
OG0004717	Shad_tr21052_c0_g1_i3.p1	Hyva_DN3201_c0_g1_i2.p1
OG0004718	Shad_tr17030_c0_g2_i2.p1	Hyva_DN1688_c0_g1_i3.p1
OG0004719	Shad_tr6446_c0_g1_i26.p1	Hyva_DN12667_c0_g1_i4.p1
OG0004720	Shad_tr3096_c1_g1_i1.p1	Hyva_DN28518_c0_g1_i1.p1
OG0004721	Shad_tr31985_c1_g1_i30.p1	Hyva_DN4836_c0_g1_i2.p1
OG0004722	Shad_tr3111_c2_g1_i1.p1	Hyva_DN29765_c0_g1_i1.p1
OG0004723	Shad_tr11723_c0_g1_i25.p1	Hyva_DN4065_c0_g1_i1.p1
OG0004724	Shad_tr15067_c3_g1_i1.p1	Hyva_DN8194_c0_g1_i2.p1
OG0004725	Shad_tr61986_c0_g1_i1.p1	Hyva_DN11095_c0_g1_i3.p1
OG0004726	Shad_tr10393_c0_g2_i1.p1	Hyva_DN1694_c0_g1_i2.p1
OG0004728	Shad_tr11444_c1_g1_i37.p1	Hyva_DN25118_c0_g1_i1.p1, Hyva_DN442_c0_g1_i3.p1
OG0004729	Shad_tr105565_c0_g1_i1.p1, Shad_tr24299_c0_g1_i3.p1	Hyva_DN7660_c0_g1_i2.p1
OG0004730	Shad_tr19396_c0_g2_i1.p1	Hyva_DN1534_c0_g1_i1.p1
OG0004731	Shad_tr20197_c0_g1_i4.p1	Hyva_DN12289_c0_g1_i6.p1
OG0004733	Shad_tr20457_c0_g1_i5.p1	Hyva_DN4728_c0_g1_i3.p1
OG0004734	Shad_tr4838_c0_g1_i3.p1	Hyva_DN10405_c0_g1_i4.p1
OG0004736	Shad_tr6787_c0_g1_i1.p1	Hyva_DN5022_c1_g1_i1.p1
OG0004737	Shad_tr7830_c1_g1_i5.p1	Hyva_DN4013_c0_g1_i3.p1
OG0004738	Shad_tr11109_c0_g2_i3.p1, Shad_tr1720_c1_g1_i1.p1	Hyva_DN9222_c0_g1_i1.p1
OG0004739	Shad_tr4991_c0_g1_i5.p1	Hyva_DN3162_c0_g1_i3.p1
OG0004741	Shad_tr13065_c0_g2_i5.p1	Hyva_DN6816_c0_g1_i3.p1
OG0004742	Shad_tr35687_c0_g1_i1.p1	Hyva_DN15287_c0_g1_i1.p1
OG0004743	Shad_tr21478_c0_g1_i1.p1	Hyva_DN8290_c0_g1_i1.p1
OG0004744	Shad_tr8909_c0_g1_i2.p1	Hyva_DN1637_c1_g1_i1.p1
OG0004745	Shad_tr18280_c0_g2_i1.p1, Shad_tr18280_c0_g1_i1.p1	Hyva_DN8022_c0_g1_i4.p1
OG0004746	Shad_tr2759_c6_g1_i2.p1	Hyva_DN5526_c0_g1_i3.p1
OG0004747	Shad_tr15081_c0_g1_i2.p1	Hyva_DN11038_c0_g1_i5.p1
OG0004748	Shad_tr3734_c3_g1_i2.p1	Hyva_DN6451_c0_g1_i3.p1
OG0004750	Shad_tr1143_c0_g1_i1.p1	Hyva_DN3058_c0_g1_i1.p1
OG0004751	Shad_tr6956_c4_g1_i4.p1	Hyva_DN8674_c0_g1_i2.p1
OG0004752	Shad_tr1557_c0_g1_i10.p1	Hyva_DN592_c0_g1_i2.p1
OG0004753	Shad_tr2461_c1_g1_i5.p1	Hyva_DN4719_c0_g1_i7.p1
OG0004754	Shad_tr21758_c0_g2_i2.p1	Hyva_DN1892_c0_g1_i1.p1
OG0004755	Shad_tr7263_c3_g1_i1.p1	Hyva_DN4626_c0_g1_i1.p1
OG0004756	Shad_tr443_c12_g1_i1.p1	Hyva_DN757_c0_g2_i1.p1, Hyva_DN757_c0_g1_i2.p1, Hyva_DN5161_c0_g1_i6.p1
OG0004757	Shad_tr4769_c0_g1_i3.p1	Hyva_DN6434_c0_g1_i5.p1
OG0004758	Shad_tr22509_c0_g1_i5.p1	Hyva_DN6923_c0_g1_i1.p1
OG0004759	Shad_tr3629_c1_g1_i4.p1	Hyva_DN4666_c0_g1_i4.p1
OG0004760	Shad_tr14062_c0_g1_i6.p1	Hyva_DN6745_c0_g1_i4.p1
OG0004761	Shad_tr5857_c0_g1_i1.p1, Shad_tr187_c30_g1_i1.p1	Hyva_DN4987_c0_g1_i1.p1
OG0004762	Shad_tr6558_c0_g1_i8.p1	Hyva_DN4092_c0_g1_i3.p1
OG0004763	Shad_tr9846_c0_g1_i3.p1	Hyva_DN5640_c0_g1_i3.p1
OG0004765	Shad_tr1754_c2_g1_i3.p1	Hyva_DN2356_c0_g1_i2.p1
OG0004766	Shad_tr1019_c2_g1_i2.p1	Hyva_DN6979_c0_g1_i3.p1
OG0004767	Shad_tr32676_c0_g1_i6.p1	Hyva_DN5007_c0_g1_i6.p1
OG0004768	Shad_tr16895_c0_g2_i1.p1	Hyva_DN9740_c0_g1_i3.p1
OG0004770	Shad_tr25326_c0_g1_i4.p1	Hyva_DN4989_c0_g1_i2.p1
OG0004771	Shad_tr8143_c0_g1_i6.p1	Hyva_DN5830_c0_g1_i2.p1
OG0004772	Shad_tr4711_c0_g1_i6.p1	Hyva_DN4251_c0_g1_i4.p1
OG0004774	Shad_tr27144_c0_g1_i1.p1	Hyva_DN2032_c0_g1_i7.p1
OG0004775	Shad_tr17910_c0_g1_i7.p1	Hyva_DN22597_c0_g1_i1.p1
OG0004776	Shad_tr82184_c0_g1_i1.p1, Shad_tr4012_c2_g1_i4.p1	Hyva_DN9695_c0_g1_i6.p1
OG0004777	Shad_tr9590_c0_g1_i2.p1	Hyva_DN22611_c0_g1_i1.p1
OG0004779	Shad_tr2616_c6_g1_i5.p1	Hyva_DN3712_c0_g1_i6.p1
OG0004781	Shad_tr3478_c4_g1_i2.p1	Hyva_DN6497_c0_g1_i2.p1
OG0004782	Shad_tr526_c0_g1_i52.p1	Hyva_DN2046_c0_g1_i2.p1
OG0004783	Shad_tr38107_c0_g1_i2.p1	Hyva_DN35252_c0_g1_i1.p1
OG0004784	Shad_tr19815_c1_g1_i8.p1	Hyva_DN4808_c0_g1_i2.p1
OG0004785	Shad_tr9037_c0_g1_i7.p1	Hyva_DN11720_c0_g1_i1.p1
OG0004786	Shad_tr7671_c0_g1_i13.p1	Hyva_DN6518_c0_g1_i10.p1, Hyva_DN35483_c0_g1_i1.p1
OG0004789	Shad_tr17124_c0_g1_i3.p1	Hyva_DN13783_c0_g1_i4.p1
OG0004790	Shad_tr18260_c1_g2_i2.p1	Hyva_DN13004_c0_g1_i1.p1
OG0004791	Shad_tr7920_c0_g2_i1.p1	Hyva_DN12385_c0_g1_i3.p1
OG0004792	Shad_tr11118_c0_g1_i4.p1	Hyva_DN454_c0_g1_i3.p2
OG0004793	Shad_tr13013_c2_g1_i1.p1	Hyva_DN1264_c1_g3_i1.p1
OG0004794	Shad_tr23129_c0_g2_i3.p1	Hyva_DN5964_c0_g1_i6.p1
OG0004795	Shad_tr7476_c0_g2_i2.p1	Hyva_DN7122_c0_g1_i1.p1
OG0004798	Shad_tr17734_c0_g2_i11.p1	Hyva_DN2427_c0_g1_i1.p1
OG0004800	Shad_tr11586_c0_g2_i6.p1	Hyva_DN8239_c0_g1_i2.p1
OG0004801	Shad_tr3438_c0_g1_i2.p1	Hyva_DN1943_c0_g1_i2.p1
OG0004802	Shad_tr13548_c0_g1_i1.p1	Hyva_DN7697_c0_g1_i5.p1
OG0004803	Shad_tr6559_c0_g1_i18.p1	Hyva_DN16842_c0_g1_i2.p1
OG0004804	Shad_tr30710_c0_g1_i2.p1	Hyva_DN9243_c0_g1_i5.p1
OG0004805	Shad_tr103_c4_g1_i1.p1	Hyva_DN2317_c0_g1_i3.p1
OG0004806	Shad_tr17361_c0_g1_i9.p1	Hyva_DN4146_c0_g1_i1.p1
OG0004807	Shad_tr44010_c1_g1_i2.p1	Hyva_DN7096_c0_g1_i1.p1
OG0004808	Shad_tr114275_c0_g1_i1.p1, Shad_tr46859_c0_g1_i1.p1, Shad_tr6473_c0_g1_i2.p1	Hyva_DN14063_c0_g1_i1.p1
OG0004810	Shad_tr1560_c7_g1_i13.p1	Hyva_DN4690_c0_g1_i2.p1
OG0004811	Shad_tr13013_c0_g1_i3.p1	Hyva_DN3240_c0_g2_i1.p1
OG0004812	Shad_tr11895_c0_g1_i10.p1	Hyva_DN1605_c0_g1_i1.p1
OG0004813	Shad_tr3126_c0_g2_i1.p1	Hyva_DN29574_c0_g1_i1.p1, Hyva_DN3928_c0_g1_i6.p1
OG0004814	Shad_tr4352_c9_g1_i1.p1	Hyva_DN2372_c0_g1_i7.p1
OG0004815	Shad_tr33460_c0_g1_i14.p1	Hyva_DN10619_c0_g1_i1.p1, Hyva_DN3726_c0_g1_i1.p1
OG0004816	Shad_tr3742_c1_g1_i1.p1	Hyva_DN29570_c0_g2_i1.p1, Hyva_DN3558_c0_g1_i3.p1
OG0004817	Shad_tr1749_c0_g2_i1.p1	Hyva_DN5471_c0_g1_i1.p1
OG0004818	Shad_tr2911_c1_g1_i4.p1	Hyva_DN2690_c0_g1_i1.p1
OG0004819	Shad_tr12506_c0_g1_i1.p1	Hyva_DN6639_c0_g1_i5.p1
OG0004821	Shad_tr5921_c0_g1_i6.p1	Hyva_DN9957_c0_g1_i2.p1, Hyva_DN37688_c0_g1_i1.p1
OG0004822	Shad_tr39023_c0_g1_i11.p1	Hyva_DN3207_c0_g2_i2.p1
OG0004823	Shad_tr10651_c0_g1_i10.p1	Hyva_DN8683_c0_g1_i7.p1
OG0004824	Shad_tr8464_c1_g1_i2.p1	Hyva_DN5129_c0_g1_i4.p1
OG0004825	Shad_tr10714_c0_g1_i2.p1	Hyva_DN3890_c0_g1_i10.p1
OG0004827	Shad_tr5212_c0_g3_i4.p1	Hyva_DN3254_c0_g1_i2.p1
OG0004828	Shad_tr12002_c0_g1_i1.p1	Hyva_DN1554_c0_g1_i8.p1
OG0004829	Shad_tr3701_c0_g1_i8.p1	Hyva_DN10816_c0_g1_i1.p1, Hyva_DN5172_c0_g1_i10.p1
OG0004831	Shad_tr25984_c0_g1_i1.p1	Hyva_DN11901_c0_g1_i3.p1
OG0004832	Shad_tr3139_c4_g1_i2.p1	Hyva_DN5549_c0_g1_i2.p1
OG0004833	Shad_tr39475_c0_g2_i1.p1	Hyva_DN22796_c0_g1_i1.p1
OG0004835	Shad_tr10697_c0_g1_i53.p1	Hyva_DN6489_c0_g1_i7.p1
OG0004836	Shad_tr39098_c0_g1_i3.p1	Hyva_DN25151_c0_g1_i1.p1
OG0004837	Shad_tr16496_c0_g1_i1.p1, Shad_tr16496_c0_g2_i3.p1	Hyva_DN1443_c0_g2_i2.p1
OG0004838	Shad_tr4872_c3_g2_i1.p1	Hyva_DN5720_c0_g1_i6.p1
OG0004840	Shad_tr11611_c0_g1_i6.p1	Hyva_DN3706_c0_g1_i1.p1
OG0004845	Shad_tr1202_c0_g1_i1.p1	Hyva_DN3051_c0_g1_i2.p1
OG0004846	Shad_tr11566_c3_g1_i1.p1	Hyva_DN10458_c0_g1_i3.p1
OG0004847	Shad_tr3551_c0_g1_i5.p1, Shad_tr42367_c1_g1_i1.p1	Hyva_DN3884_c0_g1_i2.p1
OG0004848	Shad_tr21900_c0_g1_i1.p1	Hyva_DN1690_c0_g1_i4.p1
OG0004849	Shad_tr31123_c0_g1_i3.p1	Hyva_DN8063_c0_g1_i1.p1
OG0004852	Shad_tr17753_c0_g1_i5.p1	Hyva_DN1163_c0_g1_i1.p1
OG0004853	Shad_tr2651_c0_g1_i1.p1	Hyva_DN1665_c0_g1_i2.p1
OG0004854	Shad_tr423_c3_g1_i1.p1	Hyva_DN2785_c0_g1_i2.p1
OG0004855	Shad_tr3492_c2_g1_i1.p1	Hyva_DN11998_c0_g1_i2.p1
OG0004857	Shad_tr22413_c0_g1_i12.p1	Hyva_DN10167_c0_g1_i1.p1
OG0004858	Shad_tr18023_c1_g1_i5.p1	Hyva_DN404_c0_g1_i5.p1
OG0004859	Shad_tr697_c0_g2_i30.p1	Hyva_DN1846_c1_g1_i6.p1
OG0004860	Shad_tr11330_c0_g1_i2.p1	Hyva_DN8322_c0_g1_i3.p1
OG0004861	Shad_tr26882_c0_g2_i10.p1	Hyva_DN12961_c0_g1_i4.p1
OG0004862	Shad_tr108787_c0_g1_i1.p1, Shad_tr45152_c0_g1_i7.p1	Hyva_DN5583_c0_g1_i12.p1
OG0004863	Shad_tr1689_c1_g1_i3.p1	Hyva_DN1480_c0_g1_i5.p1
OG0004864	Shad_tr11144_c0_g1_i9.p1	Hyva_DN2386_c0_g1_i4.p1, Hyva_DN28188_c0_g2_i1.p1
OG0004865	Shad_tr5661_c1_g2_i1.p1	Hyva_DN8929_c0_g1_i1.p1
OG0004866	Shad_tr6661_c1_g1_i3.p1, Shad_tr16978_c1_g1_i5.p1	Hyva_DN4375_c0_g1_i1.p1
OG0004867	Shad_tr3250_c0_g1_i1.p1	Hyva_DN2061_c0_g2_i1.p1
OG0004868	Shad_tr5581_c0_g1_i12.p1	Hyva_DN2872_c0_g1_i3.p1
OG0004870	Shad_tr4253_c0_g1_i14.p1	Hyva_DN1452_c0_g1_i3.p1
OG0004871	Shad_tr24457_c0_g1_i2.p1	Hyva_DN1135_c0_g1_i3.p1
OG0004872	Shad_tr9187_c0_g2_i4.p1	Hyva_DN1537_c0_g1_i4.p1
OG0004873	Shad_tr4540_c1_g1_i5.p1, Shad_tr109413_c0_g1_i1.p1	Hyva_DN9527_c0_g1_i1.p1
OG0004875	Shad_tr8923_c0_g2_i6.p1	Hyva_DN6324_c0_g1_i3.p1, Hyva_DN15237_c0_g1_i2.p1
OG0004876	Shad_tr23652_c0_g1_i7.p1	Hyva_DN2146_c0_g1_i4.p1
OG0004877	Shad_tr21571_c0_g1_i6.p1	Hyva_DN8275_c0_g1_i1.p1
OG0004878	Shad_tr158_c14_g1_i1.p1	Hyva_DN12433_c0_g1_i1.p1
OG0004879	Shad_tr27008_c0_g2_i2.p1	Hyva_DN3788_c0_g1_i5.p1
OG0004880	Shad_tr41873_c0_g1_i4.p1	Hyva_DN5215_c0_g1_i1.p1, Hyva_DN1685_c0_g1_i3.p1
OG0004881	Shad_tr20043_c2_g1_i2.p1	Hyva_DN1180_c0_g1_i5.p1
OG0004882	Shad_tr16710_c0_g1_i7.p1	Hyva_DN3997_c0_g1_i4.p1
OG0004883	Shad_tr12989_c2_g1_i18.p1	Hyva_DN730_c0_g1_i2.p1
OG0004884	Shad_tr15260_c0_g1_i2.p1	Hyva_DN10586_c0_g1_i1.p1
OG0004885	Shad_tr42026_c0_g1_i1.p1	Hyva_DN8911_c0_g1_i4.p1
OG0004886	Shad_tr13337_c1_g1_i8.p1	Hyva_DN5377_c0_g1_i1.p1
OG0004887	Shad_tr67165_c0_g1_i2.p1	Hyva_DN21428_c0_g1_i1.p1
OG0004889	Shad_tr845_c0_g2_i3.p1	Hyva_DN2820_c0_g1_i2.p1
OG0004891	Shad_tr23198_c1_g1_i14.p1	Hyva_DN6636_c0_g1_i1.p1
OG0004892	Shad_tr4479_c0_g1_i16.p1	Hyva_DN4970_c0_g1_i2.p1
OG0004893	Shad_tr8141_c0_g1_i20.p1	Hyva_DN1986_c0_g1_i1.p1
OG0004894	Shad_tr9904_c0_g1_i10.p1	Hyva_DN5230_c0_g1_i2.p1
OG0004895	Shad_tr60190_c0_g1_i1.p1	Hyva_DN7761_c0_g1_i8.p1
OG0004896	Shad_tr9632_c0_g3_i2.p1	Hyva_DN1254_c0_g1_i1.p1
OG0004897	Shad_tr643_c0_g1_i5.p1	Hyva_DN604_c0_g1_i2.p1
OG0004898	Shad_tr14912_c0_g1_i12.p1	Hyva_DN14488_c0_g1_i1.p1, Hyva_DN16069_c0_g1_i1.p1
OG0004899	Shad_tr4929_c0_g1_i7.p1	Hyva_DN9473_c0_g1_i2.p1
OG0004900	Shad_tr16190_c0_g1_i4.p1	Hyva_DN6915_c0_g1_i1.p1
OG0004901	Shad_tr41440_c1_g1_i3.p1	Hyva_DN1960_c0_g1_i2.p1
OG0004902	Shad_tr23393_c1_g1_i2.p1	Hyva_DN2857_c0_g1_i7.p1
OG0004903	Shad_tr1815_c2_g1_i2.p1	Hyva_DN10636_c0_g1_i2.p1
OG0004904	Shad_tr30490_c0_g1_i2.p1	Hyva_DN4139_c0_g1_i3.p1
OG0004907	Shad_tr36202_c0_g1_i1.p1	Hyva_DN2306_c0_g1_i1.p1
OG0004909	Shad_tr11557_c0_g1_i6.p1	Hyva_DN10971_c0_g1_i1.p1
OG0004910	Shad_tr25628_c0_g1_i1.p1	Hyva_DN26458_c0_g1_i1.p1
OG0004911	Shad_tr18522_c0_g1_i4.p1	Hyva_DN10104_c0_g1_i2.p1
OG0004912	Shad_tr5616_c1_g1_i1.p1	Hyva_DN3428_c0_g1_i1.p1, Hyva_DN32540_c0_g1_i1.p2
OG0004913	Shad_tr8236_c1_g1_i11.p1	Hyva_DN10257_c0_g1_i1.p1
OG0004914	Shad_tr3927_c0_g1_i3.p1	Hyva_DN11314_c0_g1_i3.p1
OG0004915	Shad_tr14561_c1_g1_i1.p1	Hyva_DN3149_c0_g1_i2.p1
OG0004916	Shad_tr12591_c1_g1_i2.p1	Hyva_DN12275_c0_g1_i1.p1
OG0004917	Shad_tr79899_c0_g1_i1.p1, Shad_tr16170_c0_g1_i1.p1	Hyva_DN13890_c0_g1_i4.p1
OG0004918	Shad_tr3113_c0_g1_i1.p1	Hyva_DN1928_c0_g1_i2.p1, Hyva_DN24911_c0_g1_i1.p1
OG0004919	Shad_tr4090_c1_g1_i2.p1	Hyva_DN6296_c0_g1_i1.p1
OG0004920	Shad_tr8537_c1_g1_i2.p1	Hyva_DN6285_c0_g1_i8.p1
OG0004921	Shad_tr6938_c2_g1_i2.p1	Hyva_DN3359_c0_g1_i2.p1
OG0004922	Shad_tr7583_c0_g1_i18.p1, Shad_tr25920_c1_g1_i1.p1	Hyva_DN7337_c0_g1_i3.p1
OG0004923	Shad_tr20313_c2_g1_i4.p1	Hyva_DN12824_c0_g1_i1.p1
OG0004924	Shad_tr67333_c0_g1_i1.p1, Shad_tr4596_c0_g1_i2.p1	Hyva_DN10680_c0_g1_i10.p1
OG0004928	Shad_tr5353_c1_g1_i12.p1	Hyva_DN8895_c0_g2_i1.p1, Hyva_DN8895_c0_g1_i1.p1
OG0004929	Shad_tr5240_c0_g1_i33.p1	Hyva_DN2290_c0_g1_i4.p1
OG0004930	Shad_tr18816_c0_g1_i4.p1	Hyva_DN3012_c0_g1_i7.p1, Hyva_DN3365_c0_g1_i3.p1
OG0004931	Shad_tr686_c0_g1_i4.p1	Hyva_DN3589_c0_g2_i1.p1
OG0004932	Shad_tr3463_c0_g2_i1.p1	Hyva_DN6441_c0_g1_i1.p1
OG0004933	Shad_tr3499_c0_g1_i12.p1	Hyva_DN7190_c0_g2_i1.p1
OG0004934	Shad_tr7775_c1_g1_i12.p1	Hyva_DN46_c0_g1_i2.p1
OG0004936	Shad_tr4327_c2_g1_i2.p1	Hyva_DN5308_c0_g1_i4.p1
OG0004937	Shad_tr483_c0_g1_i1.p1	Hyva_DN8944_c0_g1_i1.p1
OG0004938	Shad_tr4460_c3_g1_i3.p1	Hyva_DN3132_c0_g1_i2.p1
OG0004939	Shad_tr3831_c0_g1_i2.p1	Hyva_DN2642_c1_g1_i1.p1
OG0004941	Shad_tr5274_c0_g1_i3.p1	Hyva_DN3619_c0_g1_i2.p1
OG0004942	Shad_tr8074_c0_g1_i2.p1, Shad_tr217_c6_g1_i2.p1	Hyva_DN20710_c0_g3_i2.p1, Hyva_DN8867_c0_g1_i2.p1
OG0004943	Shad_tr3003_c0_g1_i4.p1	Hyva_DN1835_c0_g1_i2.p1
OG0004944	Shad_tr22173_c1_g1_i1.p1	Hyva_DN12541_c0_g1_i4.p1
OG0004945	Shad_tr13511_c0_g1_i1.p1	Hyva_DN3125_c0_g2_i1.p1
OG0004946	Shad_tr517_c0_g1_i13.p1	Hyva_DN1179_c0_g1_i3.p1
OG0004947	Shad_tr8234_c0_g1_i1.p1, Shad_tr4229_c0_g1_i11.p1, Shad_tr16304_c0_g1_i1.p1	Hyva_DN2726_c0_g1_i1.p1
OG0004948	Shad_tr29717_c0_g2_i5.p1	Hyva_DN1382_c0_g1_i1.p1
OG0004949	Shad_tr43614_c0_g2_i5.p1	Hyva_DN995_c0_g2_i1.p1
OG0004950	Shad_tr6581_c1_g1_i4.p1	Hyva_DN1560_c0_g1_i2.p1
OG0004951	Shad_tr41278_c0_g1_i2.p1	Hyva_DN36454_c0_g1_i1.p1, Hyva_DN14161_c0_g1_i1.p1
OG0004952	Shad_tr39566_c0_g1_i33.p1	Hyva_DN9121_c0_g1_i2.p1, Hyva_DN20507_c0_g1_i1.p1
OG0004953	Shad_tr19314_c1_g1_i3.p1	Hyva_DN5354_c0_g1_i1.p1
OG0004955	Shad_tr2280_c4_g1_i2.p1	Hyva_DN12218_c0_g1_i1.p1
OG0004956	Shad_tr5073_c0_g1_i7.p1	Hyva_DN2550_c0_g1_i1.p1
OG0004957	Shad_tr22865_c0_g1_i1.p1	Hyva_DN10099_c0_g1_i4.p1
OG0004958	Shad_tr10771_c3_g1_i1.p1	Hyva_DN254_c0_g2_i1.p1
OG0004961	Shad_tr104732_c0_g1_i1.p1, Shad_tr15838_c0_g1_i1.p1	Hyva_DN13024_c0_g1_i1.p1
OG0004962	Shad_tr11254_c0_g1_i1.p1	Hyva_DN5011_c0_g1_i3.p1, Hyva_DN19625_c0_g2_i1.p1, Hyva_DN19625_c0_g1_i1.p1, Hyva_DN19625_c0_g3_i1.p1
OG0004963	Shad_tr23032_c0_g1_i1.p1	Hyva_DN5276_c0_g1_i2.p1
OG0004964	Shad_tr9870_c0_g1_i13.p1	Hyva_DN6501_c0_g1_i9.p1
OG0004965	Shad_tr24536_c0_g1_i1.p1	Hyva_DN8974_c0_g1_i4.p1
OG0004966	Shad_tr11602_c2_g1_i2.p1	Hyva_DN4767_c0_g1_i2.p1
OG0004967	Shad_tr267_c4_g1_i1.p1, Shad_tr10896_c0_g1_i2.p1	Hyva_DN4007_c0_g1_i2.p1
OG0004968	Shad_tr41679_c0_g1_i2.p1	Hyva_DN7667_c0_g1_i2.p1
OG0004970	Shad_tr35332_c0_g1_i2.p1	Hyva_DN2547_c0_g1_i1.p1
OG0004971	Shad_tr39768_c3_g1_i1.p1, Shad_tr18701_c2_g1_i1.p1	Hyva_DN3197_c0_g1_i1.p1
OG0004973	Shad_tr6738_c0_g1_i1.p1	Hyva_DN2861_c0_g2_i1.p1
OG0004974	Shad_tr797_c0_g2_i1.p1, Shad_tr971_c6_g1_i1.p1	Hyva_DN4363_c0_g1_i4.p1, Hyva_DN7842_c0_g1_i1.p1
OG0004975	Shad_tr11162_c0_g1_i1.p1	Hyva_DN12927_c0_g1_i3.p1
OG0004976	Shad_tr3181_c1_g1_i4.p1	Hyva_DN2278_c0_g1_i4.p1
OG0004977	Shad_tr13003_c0_g1_i14.p1	Hyva_DN4835_c0_g1_i2.p1
OG0004979	Shad_tr3273_c0_g1_i1.p1	Hyva_DN4091_c0_g2_i2.p1
OG0004980	Shad_tr3824_c1_g1_i3.p1	Hyva_DN2121_c0_g1_i1.p1
OG0004981	Shad_tr2467_c0_g2_i1.p1	Hyva_DN273_c0_g1_i1.p1
