Orthogroup,Stichodactyla_haddoni_longest_pep,Stichidactyla_gigantea_longest_pep,Heteractic_macgnifica_longest_pep,Heteractis_crispa_longest_pep,Stichodactyla_mertensi_longest_pep,Heteractis_aurelias_longest_pep,Entacmea_quadricolor_longest_pep,Heterodactyla_longest_pep,Macrodactyla_doreensis_longest_pep,Oulactis_longest_pep,Actinia_tenebrosa_longest_pep,Galaxea_fascicularis_longest_pep,Anthopleura_dowii_longest_pep,Nematostella_vectensis_longest_pep,Nemopilema_nomurai_longest_pep,Hydra_vulgaris_longest_pep,Sanderia_malayensis_longest_pep,Cyanea_capillata_longest_pep,Chironex_fleckeri_longest_pep,Chrysaora_fuscescens_longest_pep
OG0005263,Shad_tr5850_c0_g1_i4.p1,Sgig_tr3932_c0_g1_i1.p1,Hmag_tr44_c2_g1_i2.p1,Hcri_tr2490_c2_g1_i2.p1,Smer_tr5746_c0_g1_i3.p1,Haur_tr15100_c0_g1_i3.p1,Equa_tr7213_c0_g1_i1.p1,Hetdac_DN60614_c0_g1_i1.p1,Macdac_DN43298_c0_g1_i3.p1,Oula_DN5895_c0_g1_i6.p1,Acte_DN10451_c0_g1_i1.p1,Gafa_DN2055_c0_g1_i1.p1,Ando_DN7734_c0_g1_i1.p1,Neva_DN541_c0_g1_i8.p1,Neno_DN2007_c0_g1_i4.p1,Hyva_DN4128_c0_g1_i2.p1,Sama_DN5372_c0_g2_i1.p1,Cyca_DN3131_c0_g1_i1.p1,Chfl_DN7732_c1_g1_i1.p1,"Chfu_DN9944_c0_g1_i1.p1, Chfu_DN1991_c0_g1_i1.p1"
OG0005270,Shad_tr1186_c3_g1_i1.p1,Sgig_tr12814_c2_g1_i3.p1,Hmag_tr41300_c0_g1_i1.p1,Hcri_tr38133_c0_g2_i1.p1,Smer_tr16033_c0_g1_i1.p1,Haur_tr38476_c0_g1_i2.p1,Equa_tr14488_c1_g1_i3.p1,Hetdac_DN59050_c0_g1_i1.p1,Macdac_DN4951_c1_g2_i1.p1,Oula_DN1912_c0_g1_i1.p1,Acte_DN744_c0_g1_i3.p1,Gafa_DN217_c0_g1_i1.p1,Ando_DN3965_c0_g1_i2.p1,Neva_DN10387_c0_g1_i1.p1,Neno_DN2716_c0_g1_i8.p1,Hyva_DN3478_c0_g1_i2.p1,Sama_DN3694_c0_g1_i1.p1,Cyca_DN8171_c0_g1_i1.p1,Chfl_DN872_c0_g2_i1.p1,Chfu_DN11962_c0_g1_i1.p1
OG0005274,Shad_tr3336_c0_g3_i1.p1,Sgig_tr12612_c0_g1_i1.p1,Hmag_tr2517_c2_g1_i1.p1,Hcri_tr29078_c0_g1_i1.p1,Smer_tr2317_c2_g1_i1.p1,Haur_tr5788_c0_g1_i1.p1,Equa_tr9406_c1_g4_i1.p1,Hetdac_DN4712_c0_g1_i2.p1,Macdac_DN26682_c0_g1_i2.p1,Oula_DN336_c0_g1_i1.p1,"Acte_DN1048_c0_g2_i5.p1, Acte_DN1048_c0_g1_i3.p1","Gafa_DN80308_c0_g1_i1.p1, Gafa_DN22713_c1_g1_i3.p1",Ando_DN4228_c0_g1_i2.p1,Neva_DN1012_c0_g1_i2.p1,Neno_DN9998_c0_g1_i1.p1,Hyva_DN2965_c0_g1_i1.p1,Sama_DN6365_c0_g1_i1.p1,Cyca_DN7266_c0_g2_i1.p1,Chfl_DN610_c0_g2_i1.p1,Chfu_DN19267_c0_g1_i1.p1
OG0005277,Shad_tr87085_c0_g1_i1.p1,Sgig_tr2382_c0_g1_i2.p1,Hmag_tr1121_c0_g1_i1.p1,Hcri_tr1308_c0_g4_i1.p1,Smer_tr24862_c0_g1_i3.p1,Haur_tr467_c0_g1_i1.p1,Equa_tr2055_c0_g1_i2.p1,Hetdac_DN168_c0_g1_i1.p1,Macdac_DN15169_c0_g1_i4.p1,Oula_DN4550_c0_g1_i1.p1,Acte_DN679_c0_g1_i1.p1,Gafa_DN6630_c0_g1_i2.p1,Ando_DN1176_c0_g1_i1.p1,Neva_DN2353_c0_g2_i1.p1,Neno_DN6099_c0_g2_i1.p1,Hyva_DN540_c0_g1_i1.p1,Sama_DN12124_c0_g1_i1.p1,Cyca_DN1963_c0_g1_i3.p1,"Chfl_DN2111_c0_g1_i1.p1, Chfl_DN25065_c0_g1_i1.p1, Chfl_DN2111_c0_g2_i1.p1",Chfu_DN272_c0_g1_i1.p1
OG0005291,Shad_tr12066_c0_g2_i2.p1,Sgig_tr4775_c0_g1_i1.p1,Hmag_tr4417_c0_g1_i2.p1,Hcri_tr15269_c0_g1_i1.p1,Smer_tr79051_c0_g1_i1.p1,Haur_tr1608_c0_g3_i1.p1,Equa_tr36750_c0_g1_i1.p1,Hetdac_DN5872_c1_g1_i2.p1,Macdac_DN17951_c1_g1_i1.p1,Oula_DN9229_c0_g1_i1.p1,Acte_DN400_c5_g1_i1.p1,Gafa_DN11871_c0_g1_i3.p1,Ando_DN1199_c2_g1_i1.p1,Neva_DN7307_c0_g1_i14.p1,Neno_DN9066_c0_g1_i1.p1,"Hyva_DN7811_c0_g1_i1.p1, Hyva_DN1453_c0_g2_i1.p1, Hyva_DN169_c0_g1_i1.p1",Sama_DN5030_c0_g1_i1.p1,Cyca_DN30904_c0_g1_i2.p1,Chfl_DN5108_c0_g2_i1.p1,Chfu_DN3150_c0_g1_i1.p1
OG0005293,Shad_tr8033_c2_g1_i3.p1,Sgig_tr2957_c2_g1_i1.p1,Hmag_tr860_c1_g1_i1.p1,Hcri_tr3111_c0_g1_i1.p1,Smer_tr5323_c1_g2_i2.p1,Haur_tr7256_c2_g2_i1.p1,Equa_tr129_c54_g1_i1.p1,Hetdac_DN15302_c0_g1_i3.p1,Macdac_DN1534_c2_g1_i1.p1,Oula_DN1985_c0_g1_i2.p1,Acte_DN1262_c0_g2_i1.p1,Gafa_DN20294_c0_g4_i1.p1,Ando_DN4699_c1_g1_i1.p1,Neva_DN34039_c1_g1_i1.p1,Neno_DN9662_c0_g1_i1.p1,Hyva_DN744_c0_g1_i1.p1,Sama_DN566_c0_g1_i2.p1,Cyca_DN2517_c0_g1_i1.p1,Chfl_DN4224_c0_g2_i1.p1,Chfu_DN17891_c0_g1_i1.p1
OG0005296,Shad_tr62919_c0_g1_i1.p1,Sgig_tr61847_c0_g1_i1.p1,Hmag_tr3269_c0_g1_i1.p1,Hcri_tr6673_c0_g1_i2.p1,"Smer_tr21578_c0_g1_i1.p1, Smer_tr66084_c0_g1_i1.p1",Haur_tr71564_c0_g1_i1.p1,Equa_tr45915_c0_g1_i1.p1,Hetdac_DN70121_c0_g1_i1.p1,Macdac_DN9282_c0_g1_i3.p1,Oula_DN4910_c0_g1_i2.p1,Acte_DN13294_c0_g1_i1.p1,Gafa_DN18979_c0_g1_i3.p1,Ando_DN6253_c0_g1_i1.p1,Neva_DN4405_c2_g1_i1.p1,Neno_DN4391_c0_g1_i1.p1,"Hyva_DN5739_c0_g1_i1.p1, Hyva_DN1183_c0_g1_i1.p1",Sama_DN12528_c0_g1_i1.p1,Cyca_DN1282_c0_g1_i1.p2,Chfl_DN7413_c0_g2_i1.p1,Chfu_DN12171_c0_g1_i1.p1
OG0005301,Shad_tr3537_c4_g1_i2.p1,Sgig_tr7874_c0_g2_i1.p1,Hmag_tr5995_c0_g3_i1.p1,"Hcri_tr24966_c1_g1_i2.p1, Hcri_tr845_c1_g2_i1.p1",Smer_tr30167_c0_g1_i1.p1,"Haur_tr12571_c0_g1_i2.p2, Haur_tr3383_c0_g3_i1.p1",Equa_tr775_c0_g1_i17.p1,Hetdac_DN14093_c0_g1_i1.p1,Macdac_DN8971_c0_g2_i2.p1,Oula_DN1559_c0_g1_i2.p1,Acte_DN1546_c1_g4_i1.p1,Gafa_DN89372_c0_g1_i2.p1,Ando_DN10567_c0_g1_i2.p1,Neva_DN21621_c0_g1_i2.p1,Neno_DN3702_c0_g1_i1.p1,Hyva_DN5992_c0_g1_i1.p1,Sama_DN11692_c0_g1_i1.p1,Cyca_DN33286_c0_g1_i2.p1,Chfl_DN4961_c0_g2_i1.p1,Chfu_DN10109_c0_g1_i1.p1
OG0005304,Shad_tr2664_c0_g2_i1.p1,Sgig_tr12665_c0_g1_i2.p1,Hmag_tr820_c1_g1_i4.p1,Hcri_tr4497_c3_g1_i1.p1,Smer_tr18860_c0_g1_i3.p1,Haur_tr3203_c0_g1_i2.p1,"Equa_tr6112_c0_g1_i13.p1, Equa_tr26388_c1_g1_i1.p1",Hetdac_DN7279_c0_g1_i2.p1,Macdac_DN1348_c1_g1_i2.p1,Oula_DN1414_c0_g1_i1.p1,Acte_DN561_c1_g1_i1.p1,"Gafa_DN18655_c0_g1_i6.p1, Gafa_DN18655_c0_g4_i1.p1",Ando_DN5438_c0_g1_i1.p1,Neva_DN7282_c0_g1_i1.p1,Neno_DN2754_c0_g1_i2.p1,Hyva_DN4874_c0_g1_i4.p1,Sama_DN4227_c0_g1_i1.p1,Cyca_DN2571_c0_g1_i1.p2,Chfl_DN2288_c0_g1_i3.p1,Chfu_DN16531_c0_g1_i1.p1
OG0005391,Shad_tr6723_c0_g1_i2.p1,Sgig_tr5708_c0_g1_i7.p1,Hmag_tr297_c1_g1_i1.p1,Hcri_tr14962_c0_g1_i3.p1,Smer_tr13606_c0_g2_i9.p1,Haur_tr1378_c0_g5_i1.p1,Equa_tr8319_c0_g1_i4.p1,Hetdac_DN6120_c0_g2_i3.p1,Macdac_DN30363_c0_g2_i1.p1,Oula_DN3513_c0_g1_i1.p1,Acte_DN2228_c0_g1_i5.p1,Gafa_DN10380_c0_g1_i11.p1,Ando_DN4250_c0_g1_i1.p1,Neva_DN6154_c0_g2_i3.p1,Neno_DN8032_c0_g1_i2.p1,Hyva_DN8986_c0_g1_i2.p1,Sama_DN12257_c0_g1_i1.p1,Cyca_DN27805_c0_g1_i1.p1,Chfl_DN20617_c0_g1_i1.p1,Chfu_DN6072_c0_g1_i1.p1
OG0005395,Shad_tr10935_c0_g1_i2.p1,Sgig_tr13378_c0_g1_i2.p1,Hmag_tr1007_c0_g2_i1.p1,Hcri_tr14976_c1_g2_i4.p1,Smer_tr4349_c1_g1_i2.p1,Haur_tr2161_c0_g1_i6.p1,Equa_tr7039_c0_g1_i5.p1,Hetdac_DN1444_c0_g1_i2.p1,Macdac_DN2713_c0_g1_i3.p1,Oula_DN27183_c0_g1_i4.p1,Acte_DN3047_c1_g1_i1.p1,Gafa_DN1067_c0_g3_i1.p1,Ando_DN6909_c0_g1_i3.p1,"Neva_DN61386_c0_g1_i1.p1, Neva_DN4707_c0_g1_i1.p1",Neno_DN2841_c0_g1_i1.p1,Hyva_DN10457_c0_g1_i5.p1,Sama_DN5677_c0_g1_i1.p1,Cyca_DN12759_c0_g1_i2.p1,Chfl_DN4198_c0_g1_i2.p1,Chfu_DN1541_c0_g2_i1.p1
OG0005400,Shad_tr939_c0_g1_i21.p1,Sgig_tr3398_c0_g1_i20.p1,Hmag_tr4033_c1_g1_i20.p1,Hcri_tr1380_c0_g1_i4.p1,Smer_tr1902_c2_g1_i6.p1,Haur_tr198_c1_g1_i3.p1,Equa_tr1397_c0_g2_i11.p1,Hetdac_DN2672_c0_g1_i4.p1,Macdac_DN13876_c0_g1_i7.p1,Oula_DN163_c0_g1_i12.p1,Acte_DN2417_c0_g1_i1.p1,Gafa_DN11279_c0_g1_i6.p1,Ando_DN1388_c0_g1_i14.p1,Neva_DN1880_c0_g1_i13.p1,Neno_DN564_c0_g1_i4.p1,Hyva_DN4713_c0_g1_i2.p1,Sama_DN2168_c0_g1_i1.p1,Cyca_DN26419_c0_g1_i1.p1,Chfl_DN9089_c0_g1_i1.p1,Chfu_DN2672_c0_g1_i1.p1
OG0005404,Shad_tr443_c17_g1_i1.p1,Sgig_tr15070_c0_g1_i11.p1,Hmag_tr28897_c1_g1_i6.p1,Hcri_tr4791_c3_g2_i1.p1,Smer_tr5733_c0_g1_i4.p1,Haur_tr15741_c0_g1_i2.p1,Equa_tr19057_c3_g1_i2.p1,Hetdac_DN1641_c2_g1_i3.p1,Macdac_DN15359_c0_g2_i2.p1,Oula_DN3610_c0_g3_i1.p1,Acte_DN1865_c6_g2_i1.p1,Gafa_DN25698_c0_g2_i5.p1,Ando_DN14132_c0_g1_i3.p1,Neva_DN498_c0_g1_i5.p1,Neno_DN3629_c0_g1_i5.p1,Hyva_DN11896_c0_g1_i2.p1,Sama_DN4187_c0_g1_i2.p1,Cyca_DN21972_c0_g1_i1.p1,Chfl_DN15181_c0_g2_i1.p1,Chfu_DN3920_c0_g1_i2.p1
OG0005422,Shad_tr29361_c0_g1_i1.p1,Sgig_tr19523_c4_g1_i3.p1,Hmag_tr23990_c0_g1_i1.p1,Hcri_tr31765_c0_g1_i3.p1,Smer_tr12229_c0_g1_i3.p1,"Haur_tr4230_c1_g2_i1.p1, Haur_tr4230_c1_g1_i2.p1",Equa_tr12572_c0_g1_i5.p1,Hetdac_DN609_c0_g1_i6.p1,Macdac_DN15198_c0_g3_i1.p1,Oula_DN6381_c0_g1_i8.p1,Acte_DN3721_c0_g1_i9.p1,Gafa_DN32934_c0_g1_i7.p1,Ando_DN570_c0_g2_i1.p1,Neva_DN877_c0_g1_i19.p1,Neno_DN4580_c0_g1_i3.p1,Hyva_DN39504_c0_g1_i1.p1,Sama_DN5117_c0_g1_i1.p1,Cyca_DN15719_c0_g1_i1.p1,Chfl_DN19684_c0_g1_i1.p1,Chfu_DN2002_c0_g1_i2.p1
OG0005425,Shad_tr5406_c0_g1_i5.p1,Sgig_tr16630_c0_g1_i7.p1,Hmag_tr7719_c1_g1_i4.p1,Hcri_tr5368_c1_g1_i1.p1,Smer_tr5672_c0_g3_i2.p1,"Haur_tr2549_c0_g4_i1.p1, Haur_tr2549_c0_g3_i1.p1",Equa_tr9111_c0_g1_i3.p1,Hetdac_DN10088_c0_g2_i1.p1,Macdac_DN9645_c0_g1_i2.p1,Oula_DN2510_c0_g1_i3.p1,Acte_DN7437_c0_g1_i1.p1,Gafa_DN11752_c0_g1_i2.p1,Ando_DN2771_c0_g1_i2.p1,Neva_DN3067_c0_g1_i3.p1,Neno_DN1100_c0_g1_i8.p1,Hyva_DN4458_c0_g1_i4.p1,Sama_DN2326_c0_g2_i2.p1,Cyca_DN18038_c0_g1_i1.p1,Chfl_DN8899_c0_g1_i6.p1,Chfu_DN3296_c0_g1_i1.p1
OG0005430,Shad_tr15406_c0_g1_i1.p1,Sgig_tr4253_c0_g1_i2.p1,Hmag_tr412_c0_g2_i1.p1,Hcri_tr8042_c0_g1_i1.p1,Smer_tr1758_c0_g1_i4.p1,Haur_tr71682_c0_g1_i1.p1,Equa_tr32874_c0_g1_i1.p1,Hetdac_DN2606_c0_g1_i3.p1,Macdac_DN15784_c1_g1_i3.p1,Oula_DN4347_c0_g1_i1.p1,Acte_DN6167_c1_g1_i2.p1,Gafa_DN10734_c0_g1_i7.p1,Ando_DN10717_c0_g2_i1.p1,Neva_DN14924_c0_g1_i1.p1,Neno_DN8277_c0_g1_i3.p1,Hyva_DN3170_c0_g1_i3.p1,Sama_DN14020_c0_g1_i1.p1,Cyca_DN7774_c0_g1_i1.p1,Chfl_DN1430_c0_g1_i6.p1,Chfu_DN6871_c0_g1_i1.p1
OG0005432,Shad_tr958_c0_g1_i4.p1,Sgig_tr679_c1_g1_i6.p1,Hmag_tr1388_c0_g2_i4.p1,Hcri_tr1161_c0_g1_i1.p1,Smer_tr130_c7_g1_i1.p1,Haur_tr285_c3_g1_i1.p1,Equa_tr14952_c0_g1_i3.p1,Hetdac_DN307_c2_g1_i2.p1,Macdac_DN11376_c0_g1_i5.p1,Oula_DN396_c0_g1_i4.p1,Acte_DN2873_c0_g1_i3.p1,Gafa_DN3299_c0_g1_i1.p1,"Ando_DN13351_c0_g1_i1.p1, Ando_DN7986_c0_g1_i3.p1",Neva_DN8426_c2_g1_i3.p1,Neno_DN16412_c0_g1_i1.p1,Hyva_DN4289_c0_g1_i1.p1,Sama_DN7007_c0_g2_i1.p1,Cyca_DN22314_c0_g1_i1.p1,Chfl_DN5329_c0_g3_i1.p1,Chfu_DN17312_c0_g1_i1.p1
OG0005433,Shad_tr19018_c0_g1_i6.p1,Sgig_tr13259_c0_g1_i9.p1,Hmag_tr24884_c0_g1_i2.p1,Hcri_tr3016_c0_g1_i10.p1,Smer_tr15905_c0_g2_i3.p1,Haur_tr40483_c0_g1_i3.p1,Equa_tr24120_c0_g1_i2.p1,Hetdac_DN14599_c0_g1_i1.p1,Macdac_DN328_c0_g1_i1.p1,Oula_DN3364_c0_g1_i3.p1,Acte_DN2464_c0_g1_i1.p1,Gafa_DN4628_c0_g4_i2.p1,Ando_DN4841_c0_g1_i1.p1,Neva_DN1864_c0_g1_i1.p1,Neno_DN7718_c0_g1_i1.p1,Hyva_DN8440_c0_g1_i4.p1,Sama_DN7470_c0_g1_i1.p1,"Cyca_DN4036_c0_g1_i3.p1, Cyca_DN19189_c0_g1_i1.p1",Chfl_DN24603_c0_g1_i1.p1,Chfu_DN18310_c0_g1_i1.p1
OG0005434,Shad_tr19188_c0_g1_i5.p1,Sgig_tr4872_c1_g1_i2.p1,Hmag_tr12010_c1_g1_i2.p1,Hcri_tr13606_c0_g2_i1.p1,Smer_tr22436_c0_g1_i1.p1,Haur_tr8359_c0_g1_i4.p1,Equa_tr8693_c0_g1_i2.p1,Hetdac_DN7379_c0_g1_i1.p1,Macdac_DN2713_c0_g3_i1.p1,Oula_DN5247_c0_g1_i13.p1,Acte_DN15675_c0_g1_i1.p1,Gafa_DN3847_c0_g1_i1.p1,Ando_DN6033_c2_g1_i1.p1,Neva_DN57_c0_g1_i2.p1,Neno_DN5074_c0_g1_i4.p1,Hyva_DN6929_c0_g1_i3.p1,Sama_DN2532_c0_g1_i1.p1,Cyca_DN18698_c0_g1_i1.p1,Chfl_DN1477_c0_g1_i1.p1,"Chfu_DN1749_c0_g2_i1.p1, Chfu_DN1749_c0_g1_i1.p1"
OG0005435,Shad_tr32133_c0_g1_i6.p1,Sgig_tr4798_c0_g1_i10.p1,Hmag_tr263_c0_g1_i1.p1,Hcri_tr2660_c0_g1_i1.p1,Smer_tr6725_c0_g2_i7.p1,Haur_tr895_c1_g1_i2.p1,Equa_tr176_c1_g1_i3.p1,Hetdac_DN6178_c0_g1_i6.p1,Macdac_DN9_c0_g1_i5.p1,Oula_DN1156_c0_g1_i5.p1,Acte_DN2592_c0_g1_i4.p1,Gafa_DN4035_c0_g2_i2.p1,Ando_DN7328_c0_g2_i1.p1,Neva_DN3166_c0_g1_i6.p1,Neno_DN2363_c0_g1_i2.p1,Hyva_DN6347_c0_g1_i5.p1,Sama_DN5143_c0_g1_i1.p1,"Cyca_DN19996_c0_g1_i1.p1, Cyca_DN24366_c0_g1_i1.p1",Chfl_DN6389_c0_g1_i8.p1,Chfu_DN919_c0_g1_i2.p1
OG0005437,Shad_tr3601_c0_g1_i18.p1,Sgig_tr15049_c0_g1_i8.p1,Hmag_tr3341_c0_g1_i14.p1,Hcri_tr4200_c0_g1_i3.p1,Smer_tr5285_c0_g1_i17.p1,Haur_tr8133_c0_g2_i6.p1,Equa_tr3738_c0_g1_i2.p1,Hetdac_DN1824_c0_g1_i6.p1,Macdac_DN1941_c1_g1_i4.p1,Oula_DN2130_c0_g1_i8.p1,Acte_DN1399_c0_g2_i6.p1,"Gafa_DN79503_c0_g1_i1.p1, Gafa_DN1110_c0_g2_i5.p1",Ando_DN6904_c0_g1_i2.p1,Neva_DN1825_c0_g1_i11.p1,Neno_DN375_c0_g1_i12.p1,Hyva_DN659_c0_g1_i3.p1,Sama_DN479_c0_g1_i1.p1,Cyca_DN4151_c0_g1_i8.p1,Chfl_DN147_c0_g2_i9.p1,Chfu_DN185_c0_g1_i3.p1
OG0005438,Shad_tr11160_c4_g1_i2.p1,Sgig_tr16170_c1_g1_i3.p1,Hmag_tr694_c2_g1_i1.p1,Hcri_tr27828_c0_g1_i1.p1,Smer_tr4973_c0_g2_i3.p1,Haur_tr3558_c1_g1_i3.p1,Equa_tr25200_c0_g2_i3.p1,Hetdac_DN2735_c3_g1_i1.p1,Macdac_DN23537_c0_g1_i2.p1,Oula_DN7154_c1_g1_i2.p1,Acte_DN10107_c0_g1_i2.p1,Gafa_DN74_c0_g1_i1.p1,Ando_DN12142_c0_g2_i1.p1,Neva_DN1374_c0_g1_i1.p1,Neno_DN3845_c0_g1_i2.p1,"Hyva_DN29923_c0_g2_i1.p1, Hyva_DN4027_c0_g1_i1.p1",Sama_DN2434_c0_g1_i1.p1,Cyca_DN21730_c0_g1_i1.p1,Chfl_DN13360_c0_g1_i1.p1,Chfu_DN2780_c0_g1_i2.p1
OG0005442,Shad_tr8100_c0_g1_i6.p1,Sgig_tr36366_c0_g1_i3.p1,Hmag_tr876_c0_g1_i1.p1,Hcri_tr2366_c0_g1_i1.p1,Smer_tr540_c0_g1_i1.p1,Haur_tr6175_c0_g2_i2.p1,Equa_tr821_c0_g1_i13.p1,Hetdac_DN1377_c0_g1_i4.p1,Macdac_DN7001_c0_g1_i4.p1,Oula_DN3917_c0_g1_i9.p1,Acte_DN258_c0_g1_i6.p1,Gafa_DN2443_c4_g1_i8.p1,Ando_DN10232_c0_g1_i1.p1,Neva_DN5296_c4_g1_i1.p1,Neno_DN2470_c0_g1_i3.p1,Hyva_DN319_c0_g1_i2.p1,Sama_DN1148_c2_g1_i1.p1,"Cyca_DN16494_c0_g1_i1.p1, Cyca_DN14625_c0_g1_i1.p1",Chfl_DN988_c0_g1_i4.p1,Chfu_DN6738_c0_g1_i1.p1
OG0005448,Shad_tr3507_c0_g1_i2.p1,Sgig_tr6167_c0_g2_i6.p1,Hmag_tr6630_c0_g1_i1.p1,Hcri_tr2391_c0_g1_i3.p1,Smer_tr3782_c0_g1_i3.p1,Haur_tr1858_c0_g1_i2.p1,Equa_tr6558_c0_g1_i2.p1,Hetdac_DN1234_c0_g1_i1.p1,Macdac_DN1777_c0_g1_i2.p1,Oula_DN7377_c0_g1_i4.p1,Acte_DN3746_c1_g1_i13.p1,Gafa_DN10378_c0_g1_i1.p1,Ando_DN5661_c0_g1_i4.p1,Neva_DN1970_c0_g1_i4.p1,Neno_DN6237_c0_g1_i3.p1,Hyva_DN7934_c0_g1_i7.p1,Sama_DN2737_c0_g1_i1.p1,"Cyca_DN25555_c0_g1_i2.p1, Cyca_DN2848_c0_g1_i5.p1",Chfl_DN14329_c0_g1_i1.p1,Chfu_DN2092_c0_g1_i1.p1
OG0005453,Shad_tr3607_c0_g1_i5.p1,Sgig_tr18132_c0_g1_i2.p1,Hmag_tr3976_c3_g1_i1.p1,Hcri_tr2802_c0_g1_i2.p1,Smer_tr3072_c4_g6_i1.p1,Haur_tr3514_c0_g1_i1.p1,Equa_tr5457_c0_g2_i1.p1,Hetdac_DN1198_c0_g1_i1.p1,Macdac_DN2524_c0_g1_i1.p1,Oula_DN1022_c0_g1_i3.p1,Acte_DN116_c0_g1_i4.p1,Gafa_DN13393_c0_g1_i8.p1,Ando_DN3967_c0_g1_i1.p1,Neva_DN2768_c0_g1_i9.p1,Neno_DN2035_c0_g1_i3.p1,Hyva_DN6028_c0_g1_i6.p1,Sama_DN2419_c0_g1_i2.p1,"Cyca_DN30477_c0_g1_i1.p1, Cyca_DN21632_c0_g1_i3.p1",Chfl_DN3712_c0_g1_i1.p1,Chfu_DN1593_c0_g1_i1.p1
OG0005455,Shad_tr2979_c1_g1_i2.p1,Sgig_tr34114_c0_g1_i5.p1,Hmag_tr4799_c0_g1_i1.p1,Hcri_tr3556_c1_g1_i1.p1,Smer_tr17310_c0_g1_i4.p1,Haur_tr6304_c1_g1_i2.p1,Equa_tr6511_c0_g1_i11.p1,Hetdac_DN1645_c0_g1_i2.p1,Macdac_DN16139_c0_g2_i1.p1,Oula_DN7103_c0_g1_i4.p1,Acte_DN3204_c0_g1_i1.p1,Gafa_DN28081_c0_g1_i1.p1,Ando_DN2304_c0_g1_i2.p1,Neva_DN552_c0_g2_i2.p1,Neno_DN12251_c0_g1_i9.p1,Hyva_DN12640_c0_g1_i1.p1,Sama_DN7888_c0_g1_i1.p1,"Cyca_DN33384_c0_g1_i1.p1, Cyca_DN25909_c0_g1_i1.p1",Chfl_DN2146_c0_g1_i1.p1,Chfu_DN6919_c0_g1_i1.p1
OG0005462,Shad_tr1836_c2_g1_i6.p1,Sgig_tr16418_c0_g1_i2.p1,Hmag_tr1147_c2_g1_i4.p1,Hcri_tr20580_c0_g4_i2.p1,Smer_tr1246_c1_g1_i5.p1,Haur_tr3253_c2_g3_i1.p1,Equa_tr3430_c0_g1_i5.p1,Hetdac_DN2201_c0_g1_i1.p1,Macdac_DN2781_c0_g1_i1.p1,Oula_DN6008_c0_g1_i3.p1,Acte_DN14720_c0_g1_i1.p1,Gafa_DN890_c0_g1_i4.p1,Ando_DN5410_c0_g1_i1.p1,Neva_DN7159_c2_g1_i22.p1,Neno_DN3172_c0_g1_i3.p1,Hyva_DN5213_c0_g1_i5.p1,Sama_DN3313_c0_g1_i1.p1,Cyca_DN10076_c0_g1_i1.p1,Chfl_DN1585_c0_g1_i1.p1,Chfu_DN5560_c0_g1_i1.p1
OG0005463,Shad_tr13556_c0_g1_i1.p1,Sgig_tr3939_c0_g1_i3.p1,Hmag_tr1796_c0_g1_i2.p1,Hcri_tr17799_c0_g1_i1.p1,Smer_tr8468_c0_g3_i2.p1,Haur_tr27383_c0_g1_i1.p1,Equa_tr2493_c0_g1_i1.p1,Hetdac_DN2299_c0_g1_i1.p1,Macdac_DN9148_c0_g1_i3.p1,Oula_DN1177_c0_g1_i2.p1,Acte_DN2734_c0_g1_i1.p1,Gafa_DN7629_c0_g1_i2.p1,Ando_DN4473_c0_g1_i1.p1,Neva_DN3520_c0_g3_i3.p1,Neno_DN2276_c0_g1_i1.p1,"Hyva_DN31438_c0_g1_i1.p1, Hyva_DN1422_c0_g1_i1.p1",Sama_DN3532_c0_g1_i1.p1,Cyca_DN10017_c0_g1_i5.p1,Chfl_DN6490_c0_g1_i3.p1,Chfu_DN2216_c0_g1_i2.p1
OG0005465,Shad_tr7807_c0_g1_i2.p1,Sgig_tr5891_c0_g1_i7.p1,Hmag_tr1665_c1_g1_i4.p1,Hcri_tr6736_c0_g1_i1.p1,Smer_tr3682_c3_g1_i2.p1,Haur_tr32885_c0_g1_i4.p1,Equa_tr7494_c0_g2_i1.p1,Hetdac_DN3092_c0_g1_i2.p1,Macdac_DN2613_c0_g1_i4.p1,Oula_DN8768_c0_g1_i2.p1,Acte_DN707_c1_g2_i1.p1,Gafa_DN7526_c0_g1_i4.p1,Ando_DN8112_c0_g2_i1.p1,Neva_DN40230_c0_g1_i11.p1,Neno_DN3085_c0_g1_i3.p1,Hyva_DN5475_c0_g1_i1.p1,Sama_DN3734_c0_g1_i1.p1,Cyca_DN20789_c0_g1_i1.p1,"Chfl_DN6250_c0_g2_i1.p1, Chfl_DN6250_c0_g1_i1.p1",Chfu_DN7095_c0_g2_i1.p1
